Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x102e,50807.44,4197.95,8.0,4.0,11.0,4.0,"Mortgage Loan, Not Specified, Home Equity Loan, and Home Equity Loan",12.0,9.0,2.6,4.0,,869.59,30.31,22 Years and 10 Months,NM,88.76,65.27556452739218,High_spent_Medium_value_payments,515.76,2024-04-01
CUS_0x109d,49140.87,4377.07,10.0,6.0,27.0,6.0,"Not Specified, Not Specified, Mortgage Loan, Mortgage Loan, Payday Loan, and Payday Loan",35.0,18.0,16.66,11.0,Bad,2950.8,31.16,6 Years and 6 Months,NM,154.17,301.5937949187359,Low_spent_Small_value_payments,271.94,2024-04-01
CUS_0x112e,20162.26,1872.19,8.0,4.0,11.0,4.0,"Home Equity Loan, Home Equity Loan, Personal Loan, and Auto Loan",13.0,10.0,1.71,2.0,Standard,660.26,34.5,19 Years and 9 Months,No,66.24,209.33968673482013,Low_spent_Small_value_payments,201.63,2024-04-01
CUS_0x1183,134393.73,10944.48,1.0,3.0,12.0,2.0,"Credit-Builder Loan, and Mortgage Loan",13.0,,11.49,3.0,Good,945.29,34.95,25 Years and 8 Months,No,136.03,178.10099644066003,High_spent_Medium_value_payments,1030.32,2024-04-01
CUS_0x1220,128494.52,10580.88,4.0,4.0,9.0,2.0,"Student Loan, and Mortgage Loan",0.0,0.0,10.33,3.0,Good,722.25,31.24,28 Years and 8 Months,No,176.9,__10000__,High_spent_Large_value_payments,995.23,2024-04-01
CUS_0x1226,11421.51,1030.79,5.0,3.0,14.0,3.0,"Student Loan, Payday Loan, and Home Equity Loan",19.0,15.0,15.72,7.0,,1278.12,24.02,30 Years and 2 Months,Yes,20.89,55.88990034598506,,316.3,2024-04-01
CUS_0x1343,125280.36,10704.03,0.0,5.0,3.0,4.0,"Debt Consolidation Loan, Student Loan, Home Equity Loan, and Mortgage Loan",2.0,5.0,11.69,0.0,Good,1388.43,32.43,22 Years and 3 Months,No,305.72,145.34336201210874,High_spent_Large_value_payments,859.34,2024-04-01
CUS_0x13c7,69341.52,5919.46,3.0,3.0,11.0,1.0,Not Specified,13.0,9.0,7.58,8.0,Standard,302.75,41.31,15 Years and 10 Months,No,54.61,328.36645268010443,,468.97,2024-04-01
CUS_0x13d5,124183.56,10156.63,7.0,5.0,5.0,2.0,"Payday Loan, and Student Loan",12.0,17.0,11.19,6.0,Good,247.96,37.84,31 Years and 4 Months,NM,156.3,78.03561973516958,High_spent_Large_value_payments,1021.32,2024-04-01
CUS_0x1422,57877.95,4531.16,8.0,10.0,15.0,5.0,"Home Equity Loan, Not Specified, Not Specified, Debt Consolidation Loan, and Mortgage Loan",19.0,13.0,14.36,15.0,Standard,1805.92,34.8,20 Years and 0 Months,Yes,204.47,294.4347682469838,Low_spent_Small_value_payments,244.21,2024-04-01
