Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1057,86617.16,7250.1,8.0,4.0,6.0,3.0,"Auto Loan, Student Loan, and Payday Loan",16.0,21.0,7.26,4.0,Standard,718.53,35.56,24 Years and 11 Months,No,141.38,976.1638750557892,,636.42,2023-09-01
CUS_0x1169,115324.62,9772.38,2.0,5.0,8.0,4.0,"Credit-Builder Loan, Payday Loan, Student Loan, and Student Loan",9.0,6.0,5.5,3.0,Good,1316.45,40.51,23 Years and 11 Months,No,199.25,380.2486071571585,High_spent_Small_value_payments,657.74,2023-09-01
CUS_0x117d,70779.18,5861.26,1.0,4.0,9.0,4.0,"Student Loan, Student Loan, Not Specified, and Debt Consolidation Loan",14.0,,3.61,4.0,Good,1340.31,25.86,21 Years and 5 Months,No,131.35,300.6020796271049,High_spent_Small_value_payments,414.18,2023-09-01
CUS_0x1182,176696.88,13780.77,5.0,7.0,12.0,4.0,"Debt Consolidation Loan, Home Equity Loan, Payday Loan, and Not Specified",4.0,8.0,4.01,6.0,Good,433.68,41.77,17 Years and 2 Months,No,1169.81,320.0541317814041,High_spent_Large_value_payments,1022.74,2023-09-01
CUS_0x11c6,16523.74,1516.98,1.0,4.0,1.0,4.0,"Student Loan, Credit-Builder Loan, Payday Loan, and Home Equity Loan",8.0,8.0,10.06,4.0,Good,455.49,31.8,25 Years and 11 Months,No,52.22,54.26625355446494,Low_spent_Medium_value_payments,325.22,2023-09-01
CUS_0x1246,22188.45,2006.04,1.0,5.0,,1.0,Auto Loan,24.0,1.0,3.87,7.0,Good,1352.38,36.34,16 Years and 5 Months,No,10.01,153.11466390499174,Low_spent_Small_value_payments,327.48,2023-09-01
CUS_0x12bf,97976.08,8136.67,8.0,6.0,12.0,2.0,"Mortgage Loan, and Credit-Builder Loan",16.0,8.0,6.03,5.0,,1113.49,34.21,28 Years and 2 Months,Yes,115.09,1039.3739975905096,Low_spent_Small_value_payments,770.59,2023-09-01
CUS_0x12ec,45675.0,3635.25,8.0,5.0,28.0,4.0,"Home Equity Loan, Personal Loan, Mortgage Loan, and Mortgage Loan",23.0,13.0,10.51,8.0,Standard,1771.8,37.76,6 Years and 5 Months,Yes,134.27,146.5630863778551,High_spent_Medium_value_payments,332.69,2023-09-01
CUS_0x1330,30874.43,2595.87,4.0,5.0,8.0,2.0,"Mortgage Loan, and Credit-Builder Loan",10.0,5.0,3.82,2.0,Good,243.11,26.64,22 Years and 2 Months,NM,48.27,67.90948238094776,High_spent_Small_value_payments,403.41,2023-09-01
CUS_0x141c,20202.22,1480.52,7.0,,18.0,3.0,"Student Loan, Home Equity Loan, and Mortgage Loan",12.0,17.0,_,4.0,,197.54,38.87,18 Years and 5 Months,Yes,43.33,138.32009805802295,Low_spent_Small_value_payments,256.41,2023-09-01
CUS_0x1430,20048.23,1637.69,2.0,6.0,9.0,4.0,"Payday Loan, Student Loan, Home Equity Loan, and Payday Loan",15.0,7.0,5.01,4.0,Good,224.98,34.6,19 Years and 4 Months,No,41.95,198.11193585851467,Low_spent_Small_value_payments,213.71,2023-09-01
