Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1013,98620.98,7962.42,3.0,3.0,6.0,3.0,"Student Loan, Debt Consolidation Loan, and Personal Loan",12.0,9.0,1.33,3.0,Good,1233.51,26.52,17 Years and 10 Months,No,228.02,332.3337079767732,High_spent_Medium_value_payments,485.89,2023-12-01
CUS_0x104a,14981.39,1461.45,2.0,7.0,5.0,4.0,"Mortgage Loan, Auto Loan, Not Specified, and Payday Loan",5.0,6.0,0.63,4.0,Good,1122.46,39.64,32 Years and 3 Months,No,38.12,164.88918149049954,Low_spent_Small_value_payments,233.14,2023-12-01
CUS_0x1063,128698.76,10628.9,7.0,5.0,10.0,4.0,"Personal Loan, Mortgage Loan, Payday Loan, and Debt Consolidation Loan",8.0,14.0,10.67,12.0,,583.11,28.44,16 Years and 11 Months,Yes,251.61,136.3149548476463,High_spent_Large_value_payments,914.96,2023-12-01
CUS_0x10d7,15968.14,1380.68,7.0,7.0,21.0,9.0,"Personal Loan, Auto Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Auto Loan, Student Loan, Personal Loan, and Personal Loan",37.0,21.0,17.26,14.0,Bad,4912.8,39.89,12 Years and 4 Months,Yes,78.0,128.5986713486603,Low_spent_Medium_value_payments,211.47,2023-12-01
CUS_0x10fd,39576.59,3199.05,0.0,7.0,2.0,4.0,"Personal Loan, Mortgage Loan, Home Equity Loan, and Home Equity Loan",14.0,4.0,4.62,3.0,,226.37,29.33,19 Years and 11 Months,No,124.31,104.7631642205206,High_spent_Medium_value_payments,340.83,2023-12-01
CUS_0x1139,94991.82,8144.98,7.0,6.0,13.0,0.0,,18.0,16.0,24.45,6.0,,1320.61,39.29,26 Years and 5 Months,Yes,0.0,105.98185997612778,High_spent_Large_value_payments,948.52,2023-12-01
CUS_0x1207,19506.73,1491.56,9.0,7.0,22.0,6.0,"Personal Loan, Debt Consolidation Loan, Student Loan, Auto Loan, Student Loan, and Mortgage Loan",47.0,12.0,2.69,15.0,Bad,1594.83,24.27,14 Years and 10 Months,Yes,59.13,149.6877642996111,Low_spent_Small_value_payments,230.33,2023-12-01
CUS_0x1250,72503.56,5974.96,6.0,8.0,31.0,9.0,"Credit-Builder Loan, Not Specified, Student Loan, Credit-Builder Loan, Personal Loan, Auto Loan, Student Loan, Not Specified, and Mortgage Loan",60.0,18.0,22.41,15.0,Bad,4205.6,35.86,13 Years and 8 Months,Yes,362.85,107.3564851084409,High_spent_Medium_value_payments,377.29,2023-12-01
CUS_0x12f2,59237.96,4693.5,10.0,7.0,18.0,8.0,"Auto Loan, Payday Loan, Payday Loan, Payday Loan, Not Specified, Mortgage Loan, Not Specified, and Not Specified",19.0,22.0,2.3,15.0,Bad,1593.75,30.69,13 Years and 3 Months,Yes,319.16,64.98296235184802,High_spent_Large_value_payments,325.2,2023-12-01
CUS_0x1348,28825.73,2648.14,5.0,6.0,19.0,5.0,"Auto Loan, Home Equity Loan, Student Loan, Payday Loan, and Student Loan",18.0,20.0,16.21,8.0,Standard,1310.98,34.85,14 Years and 2 Months,Yes,76.41,43.10917221796175,High_spent_Medium_value_payments,395.3,2023-12-01
