Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x100b,113781.39,9549.78,1.0,4.0,1.0,0.0,,14.0,8.0,8.34,4.0,Good,1030.2,28.59,15 Years and 10 Months,No,0.0,617.0792665202719,High_spent_Small_value_payments,597.9,2024-03-01
CUS_0x1096,12931.56,1348.63,4.0,4.0,9.0,3.0,"Not Specified, Debt Consolidation Loan, and Home Equity Loan",18.0,20.0,18.51,3.0,Standard,752.86,27.71,21 Years and 4 Months,Yes,20.58,105.56661253457969,Low_spent_Small_value_payments,298.72,2024-03-01
CUS_0x111c,71809.76,6168.15,7.0,7.0,17.0,8.0,"Debt Consolidation Loan, Not Specified, Home Equity Loan, Auto Loan, Home Equity Loan, Payday Loan, Mortgage Loan, and Personal Loan",52.0,15.0,1.58,7.0,,4439.92,34.46,6 Years and 11 Months,Yes,297.92,91.859365807689,High_spent_Large_value_payments,467.04,2024-03-01
CUS_0x112d,14728.21,1480.35,10.0,9.0,31.0,,"Payday Loan, Personal Loan, Not Specified, Not Specified, and Personal Loan",49.0,11.0,9.27,7.0,,2390.37,31.97,16 Years and 11 Months,Yes,41.59,103.2308182853155,Low_spent_Small_value_payments,311.2,2024-03-01
CUS_0x1204,18829.82,1578.15,8.0,8.0,24.0,4.0,"Mortgage Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",23.0,6.0,12.36,13.0,Standard,1752.02,28.94,9 Years and 0 Months,Yes,34.91,145.31630497463223,Low_spent_Large_value_payments,282.95,2024-03-01
CUS_0x12af,33799.36,2944.61,5.0,3.0,19.0,4.0,"Personal Loan, Not Specified, Mortgage Loan, and Personal Loan",15.0,13.0,22.35,5.0,Standard,173.76,28.18,6 Years and 11 Months,Yes,75.1,235.3823394199225,Low_spent_Large_value_payments,253.98,2024-03-01
CUS_0x12cb,45188.52,3868.71,9.0,10.0,22.0,7.0,"Home Equity Loan, Student Loan, Home Equity Loan, Student Loan, Mortgage Loan, Home Equity Loan, and Home Equity Loan",44.0,20.0,10.45,11.0,Standard,1960.28,30.69,15 Years and 5 Months,Yes,154.36,150.50010605555238,High_spent_Small_value_payments,342.01,2024-03-01
CUS_0x12fc,128450.32,10943.19,1.0,5.0,4.0,3.0,"Home Equity Loan, Student Loan, and Personal Loan",8.0,2.0,6.66,4.0,Good,23.79,29.22,30 Years and 9 Months,NM,161.49,845.0663810926379,Low_spent_Medium_value_payments,367.77,2024-03-01
CUS_0x144c,15948.28,1625.02,4.0,4.0,5.0,3.0,"Auto Loan, Student Loan, and Payday Loan",8.0,9.0,3.42,6.0,Good,1068.42,38.75,25 Years and 2 Months,No,23.81,29.66795636359964,High_spent_Medium_value_payments,359.02,2024-03-01
CUS_0x1546,15359.33,1484.36,7.0,5.0,13.0,6.0,"Auto Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Auto Loan, and Not Specified",25.0,10.0,13.11,6.0,Standard,1631.85,28.53,15 Years and 0 Months,Yes,127.59,45.81243864892053,Low_spent_Medium_value_payments,335.98,2024-03-01
