Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x10bb,60830.92,5044.24,0.0,1.0,11.0,4.0,"Payday Loan, Home Equity Loan, Auto Loan, and Debt Consolidation Loan",14.0,3.0,7.41,0.0,,133.63,38.71,23 Years and 10 Months,No,159.8,404.04581806804174,Low_spent_Small_value_payments,230.58,2023-03-01
CUS_0x10eb,28315.95,2415.66,4.0,7.0,10.0,2.0,"Student Loan, and Payday Loan",8.0,8.0,10.34,4.0,Good,677.4,26.91,20 Years and 5 Months,No,30.23,133.04883496511272,Low_spent_Small_value_payments,368.29,2023-03-01
CUS_0x1132,46268.4,3983.7,5.0,4.0,20.0,4.0,"Student Loan, Debt Consolidation Loan, Student Loan, and Home Equity Loan",27.0,17.0,9.58,9.0,,1447.57,30.46,14 Years and 0 Months,Yes,103.78,230.94915382236252,High_spent_Small_value_payments,323.64,2023-03-01
CUS_0x1135,83358.3,6896.53,5.0,3.0,5.0,3.0,"Auto Loan, Not Specified, and Auto Loan",6.0,6.0,2.66,7.0,,727.88,24.2,30 Years and 10 Months,No,169.94,243.03652769348827,High_spent_Medium_value_payments,526.68,2023-03-01
CUS_0x11c7,36817.94,3198.16,5.0,4.0,5.0,3.0,"Home Equity Loan, Auto Loan, and Mortgage Loan",9.0,6.0,3.98,5.0,Good,1019.46,35.27,17 Years and 2 Months,No,86.81,206.51433123972583,Low_spent_Small_value_payments,316.49,2023-03-01
CUS_0x123a,36228.2,2991.02,8.0,7.0,34.0,2.0,"Personal Loan, and Not Specified",28.0,15.0,18.07,9.0,,1643.06,37.11,18 Years and 9 Months,Yes,47.25,176.60375699560146,Low_spent_Medium_value_payments,366.98,2023-03-01
CUS_0x1271,99337.28,8563.11,5.0,5.0,17.0,6.0,"Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, and Auto Loan",14.0,13.0,13.01,5.0,Standard,255.82,36.05,16 Years and 6 Months,Yes,338.65,312.2186550500326,High_spent_Medium_value_payments,455.44,2023-03-01
CUS_0x12dd,31754.27,2541.19,1.0,3.0,11.0,4.0,"Mortgage Loan, Payday Loan, Mortgage Loan, and Payday Loan",10.0,,6.81,5.0,,647.94,28.33,19 Years and 3 Months,NM,76.54,190.01464649213744,Low_spent_Small_value_payments,277.57,2023-03-01
CUS_0x1324,19858.97,1663.91,10.0,6.0,24.0,3.0,"Mortgage Loan, Personal Loan, and Home Equity Loan",33.0,22.0,1.33,8.0,Bad,1689.38,31.3,13 Years and 4 Months,Yes,6821.0,38.63901938795086,High_spent_Medium_value_payments,329.97,2023-03-01
CUS_0x136b,120260.2,9904.68,4.0,5.0,14.0,1.0,Mortgage Loan,14.0,15.0,18.5,2.0,Standard,1436.96,42.64,21 Years and 0 Months,Yes,53.16,239.16096328307412,Low_spent_Large_value_payments,968.15,2023-03-01
