Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x10aa,114432.03,9272.0,1.0,2.0,7.0,0.0,,9.0,9.0,7.98,4.0,Good,444.51,39.01,21 Years and 6 Months,No,0.0,101.64930256046962,High_spent_Large_value_payments,1065.55,2023-02-01
CUS_0x113e,34476.68,2715.06,6.0,7.0,24.0,8.0,"Personal Loan, Student Loan, Personal Loan, Mortgage Loan, Student Loan, Not Specified, Auto Loan, and Debt Consolidation Loan",36.0,17.0,4.48,11.0,Bad,1976.63,23.55,11 Years and 6 Months,Yes,171.18,__10000__,Low_spent_Medium_value_payments,147.56,2023-02-01
CUS_0x1140,14532812.0,914.15,6.0,10.0,28.0,6.0,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Payday Loan, and Auto Loan",18.0,19.0,27.01,14.0,Bad,4128.98,29.37,6 Years and 11 Months,Yes,24.91,80.86351180980212,Low_spent_Large_value_payments,255.65,2023-02-01
CUS_0x1155,158483.48,12927.96,2.0,1.0,,3.0,"Home Equity Loan, Payday Loan, and Personal Loan",1.0,3.0,2.65,1442.0,Good,471.82,31.46,28 Years and 3 Months,NM,347.54,870.8001476671714,Low_spent_Large_value_payments,344.46,2023-02-01
CUS_0x1252,34132.87,2970.41,4.0,6.0,4.0,4.0,"Student Loan, Personal Loan, Not Specified, and Home Equity Loan",7.0,13.0,10.89,2.0,Good,187.64,37.95,21 Years and 2 Months,No,100.08,378.7462153823724,Low_spent_Small_value_payments,108.21,2023-02-01
CUS_0x129b,95933.68,7860.47,4.0,5.0,15.0,7.0,"Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, Not Specified, and Payday Loan",18.0,10.0,17.87,5.0,Standard,129.15,34.17,8 Years and 2 Months,Yes,361.87,167.71802808017438,High_spent_Large_value_payments,496.46,2023-02-01
CUS_0x12a6,18158.33,1325.19,7.0,9.0,25.0,4.0,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",28.0,16.0,16.52,11.0,Bad,1401.91,30.4,17 Years and 8 Months,Yes,39.77,142.0480554460051,,240.7,2023-02-01
CUS_0x135c,134947.24,11293.6,,6.0,16.0,4.0,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Not Specified",6.0,18.0,8.34,6.0,Standard,1085.51,35.13,19 Years and 2 Months,Yes,321.23,362.67251475022414,High_spent_Medium_value_payments,695.46,2023-02-01
CUS_0x1452,82289.36,6951.45,8.0,8.0,22.0,5.0,"Mortgage Loan, Payday Loan, Mortgage Loan, Student Loan, and Credit-Builder Loan",29.0,16.0,18.75,12.0,Bad,4736.25,23.87,9 Years and 6 Months,Yes,240.75,187.50390062604055,Low_spent_Medium_value_payments,546.89,2023-02-01
CUS_0x14d5,71814.28,5976.52,3.0,5.0,10.0,0.0,,6.0,13.0,6.93,4.0,Good,1434.97,26.42,33 Years and 3 Months,No,0.0,168.3166710047127,High_spent_Medium_value_payments,679.34,2023-02-01
