Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1037,15989.08,1086.42,5.0,4.0,2.0,4.0,"Credit-Builder Loan, Auto Loan, Auto Loan, and Mortgage Loan",13.0,15.0,0.5,3.0,Good,665.82,40.7,19 Years and 9 Months,No,33.8,80.46523951443457,Low_spent_Small_value_payments,284.38,2023-01-01
CUS_0x1069,58637.34,4799.44,4.0,6.0,10.0,,"Personal Loan, Auto Loan, and Not Specified",9.0,17.0,12.56,5.0,Standard,208.8,25.23,30 Years and 8 Months,Yes,139.89,165.21061289035896,High_spent_Small_value_payments,434.85,2023-01-01
CUS_0x114a,15305.46,1230.46,0.0,7.0,2.0,2.0,"Student Loan, and Home Equity Loan",14.0,2.0,15.95,0.0,Good,642.42,27.53,15 Years and 9 Months,No,20.3,64.77848007633177,Low_spent_Small_value_payments,327.97,2023-01-01
CUS_0x1184,19867.47,1396.62,3.0,5.0,11.0,3.0,"Student Loan, Mortgage Loan, and Payday Loan",10.0,9.0,6.74,4.0,Good,707.29,26.69,32 Years and 8 Months,No,42.61,23.460944042729498,,313.59,2023-01-01
CUS_0x1297,57738.06,4881.5,9.0,8.0,30.0,9.0,"Payday Loan, Personal Loan, Payday Loan, Personal Loan, Mortgage Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Payday Loan",61.0,24.0,14.27,11.0,Bad,3916.47,25.74,13 Years and 8 Months,Yes,296.28,53.82117764831425,High_spent_Medium_value_payments,388.05,2023-01-01
CUS_0x12fb,26342.91,1949.24,6.0,7.0,7.0,1.0,Credit-Builder Loan,23.0,14.0,17.6,3.0,Standard,397.9,33.21,22 Years and 0 Months,Yes,57567.0,48.05730642437603,High_spent_Large_value_payments,365.28,2023-01-01
CUS_0x1325,35823.96,2937.33,6.0,,22.0,5.0,"Not Specified, Personal Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",39.0,17.0,7.35,8.0,Bad,3029.92,31.57,9 Years and 9 Months,Yes,112.44,148.5160712146269,High_spent_Small_value_payments,292.78,2023-01-01
CUS_0x1341,15341.9,1035.49,6.0,7.0,3.0,1.0,Debt Consolidation Loan,20.0,8.0,7.71,2.0,,1152.71,24.13,21 Years and 4 Months,NM,6.98,81.56430854657756,Low_spent_Medium_value_payments,295.0,2023-01-01
CUS_0x1375,72524.2,5908.68,6.0,5.0,17.0,3.0,"Mortgage Loan, Debt Consolidation Loan, and Home Equity Loan",46.0,23.0,8.74,9.0,Bad,2699.4,23.07,15 Years and 4 Months,Yes,153.03,606.456526110112,Low_spent_Medium_value_payments,111.38,2023-01-01
CUS_0x13a8,97059.0,8295.25,3.0,2.0,9.0,0.0,,9.0,10.0,9.94,5.0,Good,192.99,39.94,33 Years and 5 Months,No,0.0,210.61939263928315,High_spent_Large_value_payments,858.91,2023-01-01
CUS_0x13ef,18666.56,1323.55,3.0,4.0,11.0,4.0,"Student Loan, Student Loan, Payday Loan, and Credit-Builder Loan",3.0,5.0,8.67,2.0,,770.81,35.32,32 Years and 3 Months,No,58.89,106.0887435702923,Low_spent_Small_value_payments,257.38,2023-01-01
CUS_0x1440,7780.49,368.37,8.0,5.0,33.0,7.0,"Personal Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Mortgage Loan, and Not Specified",59.0,17.0,25.55,6.0,Bad,4108.42,35.15,12 Years and 9 Months,Yes,38.11,19.930898272426518,Low_spent_Large_value_payments,248.8,2023-01-01
CUS_0x1443,88120.12,7377.34,5.0,6.0,15.0,4.0,"Student Loan, Personal Loan, Auto Loan, and Student Loan",6.0,14.0,7.48,2.0,Standard,534.85,26.83,33 Years and 8 Months,No,164.98,99.24594537260504,High_spent_Large_value_payments,713.51,2023-01-01
CUS_0x145a,41587.37,3704.61,5.0,4.0,3.0,2.0,"Not Specified, and Mortgage Loan",5.0,7.0,2.27,4.0,Good,1353.86,26.2,16 Years and 6 Months,No,68.54,45.79845680007501,High_spent_Medium_value_payments,506.12,2023-01-01
CUS_0x1492,9134.42,1051.2,5.0,10.0,15.0,3.0,"Payday Loan, Mortgage Loan, and Student Loan",18.0,4106.0,13.19,6.0,Standard,1621.28,33.78,16 Years and 2 Months,Yes,15.95,92.90908063119731,Low_spent_Small_value_payments,286.26,2023-01-01
CUS_0x153d,8538.41,992.53,7.0,5.0,30.0,6.0,"Payday Loan, Not Specified, Payday Loan, Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",31.0,23.0,24.73,9.0,Bad,4171.09,29.33,1 Years and 9 Months,Yes,27.18,35.10347976973206,Low_spent_Small_value_payments,326.97,2023-01-01
CUS_0x1567,19363.33,1904.61,8.0,6.0,,2.0,"Credit-Builder Loan, and Home Equity Loan",7.0,17.0,18.31,10.0,Standard,111.66,24.39,14 Years and 6 Months,NM,30.69,49.63467701403961,High_spent_Medium_value_payments,360.13,2023-01-01
CUS_0x15ad,82316.18,6625.68,0.0,5.0,4.0,3.0,"Not Specified, Debt Consolidation Loan, and Payday Loan",23.0,12.0,11.0,2.0,Good,42.98,31.79,18 Years and 4 Months,No,133.89,161.2076553336561,High_spent_Large_value_payments,607.47,2023-01-01
CUS_0x1630,17706148.0,6943.13,4.0,6.0,10.0,6.0,"Not Specified, Student Loan, Personal Loan, Not Specified, Not Specified, and Debt Consolidation Loan",9.0,10.0,16.55,5.0,Standard,377.05,32.09,11 Years and 2 Months,Yes,340.29,396.248174376382,Low_spent_Medium_value_payments,237.78,2023-01-01
CUS_0x169c,11646.92,1135.58,7.0,4.0,7.0,0.0,,26.0,9.0,4.54,6.0,Good,782.26,24.49,32 Years and 11 Months,No,0.0,72.28518863901448,Low_spent_Large_value_payments,311.27,2023-01-01
CUS_0x169d,8637.09,644.76,5.0,7.0,14.0,4.0,"Home Equity Loan, Home Equity Loan, Personal Loan, and Home Equity Loan",18.0,11.0,9.25,7.0,,2039.13,37.53,7 Years and 10 Months,Yes,27.45,18.896407401765376,Low_spent_Medium_value_payments,298.13,2023-01-01
CUS_0x16f4,28638.97,2592.58,7.0,6.0,6.0,3.0,"Credit-Builder Loan, Payday Loan, and Mortgage Loan",14.0,9.0,1.34,1.0,Standard,149.92,33.88,30 Years and 2 Months,No,52215.0,143.601834431019,High_spent_Small_value_payments,306.77,2023-01-01
CUS_0x1733,46696.02,3811.34,8.0,4.0,33.0,3.0,"Credit-Builder Loan, Auto Loan, and Personal Loan",12.0,19.0,15.02,13.0,Standard,1595.76,34.62,18 Years and 10 Months,Yes,89.91,196.77212001866883,High_spent_Small_value_payments,354.45,2023-01-01
CUS_0x17c7,16862.72,1603.23,8.0,,10.0,2.0,"Debt Consolidation Loan, and Not Specified",22.0,18.0,17.13,5.0,Standard,574.86,30.49,26 Years and 4 Months,Yes,14.74,46.021025034274246,Low_spent_Medium_value_payments,379.56,2023-01-01
CUS_0x181e,29555.14,2663.93,7.0,3.0,13.0,5.0,"Personal Loan, Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, and Payday Loan",22.0,17.0,9.04,6.0,Standard,1488.29,26.75,12 Years and 9 Months,Yes,81.47,30.058599818785964,,394.87,2023-01-01
CUS_0x181f,58558.86,5123.9,10.0,9.0,25.0,2.0,"Not Specified, and Credit-Builder Loan",56.0,16.0,19.92,16.0,Standard,1376.79,36.53,14 Years and 10 Months,Yes,58.73,94.65427738468826,High_spent_Medium_value_payments,609.0,2023-01-01
CUS_0x182b,105015.76,8719.31,8.0,4.0,9.0,4.0,"Credit-Builder Loan, Home Equity Loan, Not Specified, and Payday Loan",14.0,18.0,17.52,3.0,Standard,715.37,29.54,26 Years and 8 Months,Yes,344.21,293.0592513458812,High_spent_Small_value_payments,494.66,2023-01-01
CUS_0x18c9,31183.16,2760.6,0.0,7.0,5.0,1.0,Mortgage Loan,0.0,15.0,2.46,1.0,,854.72,26.62,21 Years and 8 Months,NM,23.72,76.39380256469803,,455.94,2023-01-01
CUS_0x190e,39734.74,3402.23,3.0,6.0,8.0,0.0,,9.0,8.0,1.75,0.0,,1084.26,37.22,18 Years and 3 Months,No,0.0,165.45941914570102,High_spent_Small_value_payments,434.76,2023-01-01
CUS_0x1920,20328.25,1561.02,6.0,5.0,16.0,0.0,,19.0,20.0,_,5.0,Standard,1025.98,32.89,5 Years and 7 Months,Yes,0.0,63.30594125464429,Low_spent_Small_value_payments,382.8,2023-01-01
CUS_0x1960,32707.14,2679.6,5.0,6.0,20.0,1.0,Home Equity Loan,30.0,9.0,1.97,4.0,Standard,405.07,34.47,23 Years and 11 Months,Yes,22.1,77.6430189772598,Low_spent_Medium_value_payments,448.21,2023-01-01
CUS_0x19ad,14293.43,1465.12,7.0,7.0,18.0,7.0,"Payday Loan, Auto Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, and Not Specified",12.0,13.0,9.55,13.0,,2352.93,32.53,6 Years and 4 Months,Yes,73.81,115.4185683179745,Low_spent_Medium_value_payments,237.28,2023-01-01
CUS_0x19d1,7110.93,843.58,7.0,10.0,22.0,4.0,"Auto Loan, Payday Loan, Personal Loan, and Home Equity Loan",54.0,16.0,9.03,6.0,Bad,2211.24,33.24,6 Years and 11 Months,Yes,16.98,14.441136879163508,High_spent_Large_value_payments,292.94,2023-01-01
CUS_0x19e1,114897.2,9333.77,3.0,5.0,11.0,4.0,"Personal Loan, Personal Loan, Not Specified, and Auto Loan",5.0,7.0,10.68,7.0,Good,620.8,29.76,19 Years and 9 Months,No,338.04,226.10465480149293,High_spent_Large_value_payments,609.23,2023-01-01
