Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1087,42153.13,3377.76,5.0,4.0,10.0,3.0,"Payday Loan, Not Specified, and Payday Loan",10.0,9.0,4.81,7.0,Good,1027.64,26.34,28 Years and 5 Months,No,79.3,80.62490239728156,High_spent_Small_value_payments,437.85,2024-09-01
CUS_0x1138,154868.24,13051.69,2.0,5.0,10.0,0.0,,14.0,3.0,4.16,6.0,Good,242.75,42.32,29 Years and 11 Months,No,0.0,759.5938772793154,,825.57,2024-09-01
CUS_0x121b,33209.27,2954.44,1.0,6.0,8.0,2.0,"Debt Consolidation Loan, and Not Specified",24.0,4.0,8.99,4.0,,743.65,30.25,17 Years and 5 Months,No,54.26,272.15103437127317,Low_spent_Small_value_payments,259.03,2024-09-01
CUS_0x1232,14937.49,1142.79,8.0,8.0,22.0,7.0,"Student Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, Home Equity Loan, and Student Loan",43.0,15.0,24.17,9.0,Bad,3699.44,23.12,13 Years and 9 Months,NM,50.96,104.14502372361288,Low_spent_Medium_value_payments,239.17,2024-09-01
CUS_0x140e,90894.08,7744.51,5.0,5.0,1.0,4.0,"Personal Loan, Student Loan, Student Loan, and Payday Loan",9.0,13.0,10.12,5.0,Good,49.52,37.52,19 Years and 11 Months,No,259.75,237.86531641208202,High_spent_Medium_value_payments,526.84,2024-09-01
CUS_0x1425,34758.2,2979.52,1.0,2.0,,3.0,"Not Specified, Student Loan, and Debt Consolidation Loan",3.0,7.0,8.81,1.0,,1005.29,30.69,21 Years and 0 Months,No,79.57,167.2196210009926,Low_spent_Small_value_payments,341.16,2024-09-01
CUS_0x146a,25744.12,1923.34,6.0,4.0,14.0,1.0,Debt Consolidation Loan,7.0,19.0,7.16,1.0,Standard,1118.51,24.69,25 Years and 9 Months,NM,12.33,80.12216510115094,Low_spent_Medium_value_payments,379.88,2024-09-01
CUS_0x14c2,67978.8,5803.9,9.0,5.0,27.0,9.0,"Mortgage Loan, Student Loan, Auto Loan, Not Specified, Student Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Home Equity Loan",38.0,18.0,18.41,15.0,Bad,4683.95,31.21,9 Years and 2 Months,Yes,301.99,170.81448879553963,Low_spent_Medium_value_payments,387.58,2024-09-01
CUS_0x14f1,40701.88,3309.82,8.0,9.0,26.0,3.0,"Not Specified, Home Equity Loan, and Home Equity Loan",31.0,16.0,10.86,13.0,Standard,2052.1,32.79,6 Years and 6 Months,Yes,72.24,115.75631981036524,High_spent_Small_value_payments,402.99,2024-09-01
CUS_0x14f6,24466.5,2325.88,4.0,7.0,6.0,3.0,"Mortgage Loan, Payday Loan, and Not Specified",23.0,19.0,7.41,4.0,,858.45,39.02,31 Years and 0 Months,Yes,41.13,51.898174392385776,High_spent_Small_value_payments,399.56,2024-09-01
CUS_0x161b,44732.58,3433.24,6.0,3.0,28.0,3.0,"Student Loan, Debt Consolidation Loan, and Not Specified",28.0,12.0,19.48,8.0,Standard,2298.88,35.96,9 Years and 0 Months,NM,240.34,146.4027808648343,High_spent_Medium_value_payments,393.01,2024-09-01
CUS_0x165a,56831.76,4627.98,5.0,6.0,6.0,1.0,Mortgage Loan,29.0,18.0,1.17,2.0,Standard,1179.08,25.54,29 Years and 6 Months,NM,37.5,182.64139544954082,Low_spent_Medium_value_payments,522.65,2024-09-01
CUS_0x1691,44744.0,3457.67,3.0,3.0,10.0,0.0,,5.0,11.0,5.39,6.0,,761.54,39.9,22 Years and 10 Months,No,0.0,109.40656611147983,High_spent_Medium_value_payments,486.36,2024-09-01
CUS_0x16b6,72936.68,5800.06,0.0,2.0,12.0,1.0,Student Loan,5.0,7.0,11.47,0.0,,827.89,37.47,31 Years and 11 Months,No,51.67,267.0235482457483,High_spent_Small_value_payments,521.31,2024-09-01
CUS_0x16ee,115476.12,9851.01,1.0,7.0,5.0,0.0,,0.0,8.0,9.58,0.0,,162.9,36.59,31 Years and 8 Months,No,0.0,__10000__,,715.97,2024-09-01
CUS_0x1750,10021.72,501.96,7.0,8.0,32.0,7.0,"Home Equity Loan, Payday Loan, Personal Loan, Mortgage Loan, Auto Loan, Not Specified, and Auto Loan",22.0,21.0,8.97,16.0,Bad,2150.61,26.91,5 Years and 10 Months,Yes,93.17,22.282136134899627,Low_spent_Medium_value_payments,265.55,2024-09-01
CUS_0x1768,112080.48,9211.04,2.0,4.0,7.0,2.0,"Debt Consolidation Loan, and Payday Loan",4.0,12.0,11.69,3.0,Good,1360.45,27.54,21 Years and 4 Months,No,105.36,342.2556565574121,High_spent_Medium_value_payments,723.48,2024-09-01
CUS_0x17fc,71102.8,6185.23,2.0,1.0,5.0,0.0,,14.0,2.0,8.73,2.0,Good,830.07,33.22,21 Years and 0 Months,No,0.0,504.0114264717449,Low_spent_Small_value_payments,404.51,2024-09-01
CUS_0x1821,15157.25,1092.1,8.0,10.0,24.0,5.0,"Credit-Builder Loan, Credit-Builder Loan, Auto Loan, Mortgage Loan, and Personal Loan",52.0,24.0,6.01,6.0,Bad,1448.71,34.15,5 Years and 9 Months,Yes,41.94,95.69219920753088,Low_spent_Small_value_payments,261.58,2024-09-01
CUS_0x1883,61238.32,5006.19,10.0,10.0,30.0,2.0,"Mortgage Loan, and Student Loan",22.0,20.0,6.74,10.0,,1910.97,28.53,15 Years and 0 Months,Yes,52.36,189.87376005761996,Low_spent_Large_value_payments,528.38,2024-09-01
CUS_0x1884,20883.55,1654.3,10.0,9.0,20.0,5.0,"Not Specified, Student Loan, Debt Consolidation Loan, Not Specified, and Not Specified",38.0,22.0,18.86,15.0,Bad,2803.61,36.01,7 Years and 3 Months,Yes,76.53,172.4947068694107,Low_spent_Small_value_payments,206.41,2024-09-01
CUS_0x18a2,18769.1,1460.09,5.0,3.0,21.0,7.0,"Student Loan, Debt Consolidation Loan, Not Specified, Payday Loan, Student Loan, Personal Loan, and Not Specified",27.0,22.0,15.87,10.0,Standard,2590.93,36.33,14 Years and 4 Months,NM,81.02,35.98046034522922,High_spent_Large_value_payments,269.01,2024-09-01
CUS_0x19a9,14128.41,1403.37,6.0,5.0,29.0,9.0,"Personal Loan, Payday Loan, Auto Loan, Student Loan, Student Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, and Student Loan",25.0,19.0,24.2,12.0,,3127.87,36.59,13 Years and 2 Months,Yes,93.96,88.74993310477112,Low_spent_Large_value_payments,227.63,2024-09-01
CUS_0x1a71,15580.41,1048.37,9.0,9.0,16.0,9.0,"Credit-Builder Loan, Not Specified, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",58.0,16.0,30.57,13.0,,4319.35,23.57,6 Years and 4 Months,Yes,112.51,48.11665626111495,Low_spent_Small_value_payments,234.21,2024-09-01
CUS_0x1ad9,19386.02,1858.5,4.0,4.0,7.0,3.0,"Payday Loan, Student Loan, and Credit-Builder Loan",5.0,15.0,9.74,11.0,Standard,2438.26,39.71,15 Years and 0 Months,Yes,40.01,20.548776545274716,High_spent_Large_value_payments,365.29,2024-09-01
CUS_0x1b2a,16603.43,1205.62,8.0,10.0,30.0,3.0,"Student Loan, Payday Loan, and Home Equity Loan",26.0,9.0,19.81,16.0,Standard,2056.83,41.34,11 Years and 7 Months,Yes,31.86,__10000__,Low_spent_Medium_value_payments,266.28,2024-09-01
CUS_0x1b3b,76624.48,6123.37,0.0,2.0,8.0,0.0,,13.0,12.0,2.82,8.0,Good,781.42,33.01,18 Years and 0 Months,No,0.0,193.69688874390945,High_spent_Medium_value_payments,668.64,2024-09-01
CUS_0x1bb6,9163.96,806.66,6.0,10.0,23.0,2.0,"Payday Loan, and Debt Consolidation Loan",20.0,18.0,10.93,6.0,Standard,1685.88,35.68,6 Years and 6 Months,Yes,14.38,23.25909899993948,High_spent_Medium_value_payments,293.03,2024-09-01
CUS_0x1c7a,19568.09,1765.67,6.0,9.0,34.0,9.0,"Mortgage Loan, Student Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Home Equity Loan, and Not Specified",33.0,17.0,16.48,17.0,,3398.95,35.57,3 Years and 8 Months,Yes,125.49,17.775683014743162,High_spent_Large_value_payments,273.3,2024-09-01
CUS_0x1cd7,22265.03,1723.42,6.0,5.0,18.0,3.0,"Personal Loan, Mortgage Loan, and Not Specified",16.0,16.0,19.48,4.0,Standard,1337.06,26.34,12 Years and 2 Months,Yes,50549.0,47.542968451566885,High_spent_Medium_value_payments,339.58,2024-09-01
CUS_0x1d13,73314.6,6180.55,10.0,8.0,20.0,8.0,"Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Personal Loan, Payday Loan, Not Specified, Not Specified, and Not Specified",18.0,23.0,18.61,12.0,Bad,4709.8,30.81,12 Years and 2 Months,Yes,465.83,41.004031904056646,High_spent_Large_value_payments,351.22,2024-09-01
CUS_0x1d2b,26217.46,1930.79,8.0,3.0,18.0,2.0,"Student Loan, and Debt Consolidation Loan",11.0,17.0,8.81,4.0,Standard,1135.43,29.17,27 Years and 4 Months,NM,27.05,107.07606334064741,Low_spent_Small_value_payments,348.96,2024-09-01
CUS_0x1d70,19563.14,1902.26,8.0,7.0,29.0,6.0,"Student Loan, Payday Loan, Credit-Builder Loan, Not Specified, Personal Loan, and Payday Loan",29.0,24.0,2.32,11.0,Bad,2375.12,38.32,6 Years and 5 Months,Yes,64.79,108.99451447590909,Low_spent_Large_value_payments,286.44,2024-09-01
