Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1075,24709.33,1933.47,5.0,5.0,6.0,3.0,"Student Loan, Debt Consolidation Loan, and Personal Loan",27.0,11.0,7.0,1497.0,,413.18,32.76,17 Years and 10 Months,No,196.03,120.55873988527756,Low_spent_Small_value_payments,334.67,2024-05-01
CUS_0x1185,18963.65,1794.3,4.0,8.0,29.0,6.0,"Student Loan, Payday Loan, Not Specified, Credit-Builder Loan, Personal Loan, and Debt Consolidation Loan",27.0,7.0,13.04,11.0,Standard,2422.18,26.02,7 Years and 0 Months,Yes,64.13,60.75560555668723,High_spent_Medium_value_payments,304.55,2024-05-01
CUS_0x1190,44134.06,3182.48,4.0,4.0,9.0,3.0,"Personal Loan, Auto Loan, and Student Loan",29.0,19.0,0.9000000000000004,5.0,Good,809.59,33.94,23 Years and 5 Months,NM,551.27,97.11016167424476,Low_spent_Large_value_payments,467.16,2024-05-01
CUS_0x122f,18231.52,1448.29,6.0,,15.0,9.0,"Student Loan, Auto Loan, Student Loan, Debt Consolidation Loan, Not Specified, Payday Loan, Auto Loan, Auto Loan, and Payday Loan",35.0,17.0,1.83,7.0,,1358.96,34.0,15 Years and 5 Months,Yes,86.61,102.26056639522305,Low_spent_Small_value_payments,245.96,2024-05-01
CUS_0x1233,42112.56,3511.38,5.0,6.0,9.0,4.0,"Not Specified, Auto Loan, Personal Loan, and Auto Loan",1.0,3.0,_,4.0,Good,1052.71,25.04,16 Years and 10 Months,No,132.19,218.91425990052966,Low_spent_Small_value_payments,290.03,2024-05-01
CUS_0x1236,28352.24,2385.69,4.0,4.0,7.0,3.0,"Personal Loan, Student Loan, and Mortgage Loan",4.0,0.0,9.02,0.0,Good,1085.7,23.1,16 Years and 10 Months,No,46.39,101.71524766286512,Low_spent_Small_value_payments,380.46,2024-05-01
CUS_0x1249,9529.86,688.15,9.0,8.0,26.0,3.0,"Not Specified, Payday Loan, and Auto Loan",50.0,15.0,7.2,10.0,Bad,1818.36,35.68,7 Years and 2 Months,Yes,12.01,50.6320354592125,Low_spent_Small_value_payments,296.17,2024-05-01
CUS_0x125c,32129.0,2514.42,3.0,7.0,10.0,2.0,"Personal Loan, and Student Loan",28.0,19.0,16.84,8.0,Standard,2554.25,30.28,13 Years and 8 Months,Yes,35.0,93.27286749089956,Low_spent_Medium_value_payments,403.17,2024-05-01
CUS_0x128f,75816.52,6291.04,6.0,9.0,22.0,5.0,"Not Specified, Not Specified, Student Loan, Mortgage Loan, and Home Equity Loan",20.0,25.0,27.85,9.0,,2555.9,30.81,6 Years and 2 Months,Yes,158.16,73.05451259749084,,637.89,2024-05-01
CUS_0x131f,68105.6,5636.47,8.0,8.0,19.0,5.0,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",28.0,27.0,26.05,13.0,Bad,2867.7,24.15,2 Years and 5 Months,Yes,279.08,62.664706965685504,High_spent_Medium_value_payments,471.9,2024-05-01
CUS_0x133b,44261.65,3317.28,4.0,1.0,5.0,1.0,Debt Consolidation Loan,4.0,12.0,-1.64,2.0,,452.2,35.49,30 Years and 3 Months,No,460.31,348.0590151520802,Low_spent_Large_value_payments,277.57,2024-05-01
CUS_0x1382,11391.83,752.33,8.0,5.0,1.0,4.0,"Personal Loan, Not Specified, Not Specified, and Credit-Builder Loan",17.0,19.0,14.02,4.0,Standard,589.97,24.74,19 Years and 6 Months,No,26270.0,18.57588363160864,Low_spent_Large_value_payments,299.35,2024-05-01
CUS_0x148e,19911.77,1833.31,5.0,5.0,17.0,7.0,"Not Specified, Credit-Builder Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Home Equity Loan",12.0,15.0,21.01,6.0,Standard,2141.86,27.77,20 Years and 5 Months,Yes,95.5,58.10678715144866,High_spent_Medium_value_payments,279.72,2024-05-01
CUS_0x150b,17009.84,1469.49,7.0,8.0,15.0,3.0,"Auto Loan, Auto Loan, and Not Specified",34.0,16.0,19.22,6.0,Standard,2587.8,36.37,12 Years and 10 Months,Yes,75581.0,94.08350964786295,Low_spent_Small_value_payments,263.21,2024-05-01
CUS_0x15a7,120368.32,10210.69,1.0,7.0,12.0,3.0,"Mortgage Loan, Payday Loan, and Not Specified",1.0,9.0,8.87,1.0,Good,785.01,39.0,21 Years and 10 Months,No,288.95,338.30237913918234,High_spent_Medium_value_payments,643.82,2024-05-01
CUS_0x15b4,106168.77,8700.4,0.0,4.0,9.0,3.0,"Personal Loan, Credit-Builder Loan, and Mortgage Loan",2.0,11.0,4.62,4.0,Good,525.82,34.67,24 Years and 9 Months,No,191.45,1054.2301015011735,,791.89,2024-05-01
CUS_0x15dd,13351.83,1256.65,6.0,3.0,13.0,2.0,"Auto Loan, and Payday Loan",13.0,13.0,19.48,1.0,,303.84,26.12,23 Years and 5 Months,Yes,13.91,50.065309347823906,Low_spent_Medium_value_payments,341.69,2024-05-01
CUS_0x162f,9743.96,890.0,8.0,7.0,4.0,4.0,"Payday Loan, Debt Consolidation Loan, Not Specified, and Home Equity Loan",20.0,12.0,9.98,5.0,Good,625.73,22.0,16 Years and 11 Months,No,18.86,70.83848547289192,Low_spent_Small_value_payments,289.3,2024-05-01
CUS_0x1631,63093.32,5212.78,4.0,3.0,7.0,3.0,"Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",19.0,13.0,11.71,6.0,Standard,1441.44,40.92,8 Years and 10 Months,Yes,120.85,76.15493041454476,High_spent_Medium_value_payments,574.27,2024-05-01
