Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1044,33441.59,2748.8,2.0,4.0,1.0,0.0,,1.0,4.0,9.58,5.0,,154.96,35.98,31 Years and 11 Months,No,0.0,229.53226071473443,Low_spent_Small_value_payments,335.35,2023-06-01
CUS_0x104e,19180.87,1688.41,8.0,4.0,18.0,4.0,"Debt Consolidation Loan, Auto Loan, Payday Loan, and Payday Loan",5.0,17.0,9.32,6.0,Standard,1127.57,29.47,25 Years and 2 Months,No,57.36,107.98322725525713,High_spent_Small_value_payments,263.49,2023-06-01
CUS_0x105c,127617.6,10596.8,0.0,4.0,5.0,3.0,"Not Specified, Mortgage Loan, and Payday Loan",3.0,6.0,12.22,0.0,Good,542.91,39.88,24 Years and 4 Months,No,211.05,__10000__,High_spent_Medium_value_payments,861.6,2023-06-01
CUS_0x10ee,12660.16,909.01,5.0,7.0,15.0,0.0,,8.0,14.0,15.1,2.0,Standard,456.02,33.46,25 Years and 4 Months,No,0.0,__10000__,,338.25,2023-06-01
CUS_0x1136,37360.94,2864.41,10.0,5.0,33.0,5.0,"Home Equity Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",44.0,12.0,_,11.0,Standard,1271.23,36.2,11 Years and 10 Months,Yes,93.34,254.47810388792874,Low_spent_Small_value_payments,228.62,2023-06-01
CUS_0x1154,7645.1,632.09,9.0,9.0,19.0,5.0,"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",42.0,18.0,21.14,10.0,Bad,2869.83,24.64,12 Years and 2 Months,Yes,17.49,48.62391275641062,Low_spent_Small_value_payments,287.1,2023-06-01
CUS_0x1156,10060.02,1103.33,3.0,9.0,17.0,6.0,"Student Loan, Student Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, and Payday Loan",18.0,12.0,9.29,15.0,Standard,1971.81,26.66,10 Years and 10 Months,Yes,32.28,72.27556199955825,High_spent_Small_value_payments,265.77,2023-06-01
CUS_0x119e,63601.48,5400.12,3.0,7.0,15.0,6.0,"Auto Loan, Mortgage Loan, Student Loan, Home Equity Loan, Auto Loan, and Not Specified",26.0,13.0,19.49,6.0,Standard,1191.91,25.7,19 Years and 9 Months,Yes,184.69,121.51704235490244,High_spent_Large_value_payments,473.8,2023-06-01
CUS_0x128e,20232.11,1918.01,5.0,3.0,6.0,5.0,"Mortgage Loan, Payday Loan, Auto Loan, Not Specified, and Mortgage Loan",9.0,20.0,15.86,7.0,Standard,1104.6,29.8,9 Years and 4 Months,Yes,48.66,126.78796942885471,Low_spent_Large_value_payments,286.36,2023-06-01
CUS_0x1319,138613.48,11706.12,7.0,5.0,10.0,3.0,"Personal Loan, Personal Loan, and Personal Loan",19.0,20.0,6.49,4.0,,768.69,31.69,17 Years and 10 Months,No,182.18,409.1683042628544,High_spent_Small_value_payments,839.27,2023-06-01
CUS_0x1329,160573.56,13293.13,1.0,2.0,8.0,1.0,Mortgage Loan,12.0,3.0,2.01,4.0,Good,551.26,38.74,19 Years and 10 Months,No,121.18,386.78410634098816,High_spent_Medium_value_payments,1071.35,2023-06-01
CUS_0x142f,17250.52,1682.54,1.0,6.0,10.0,3.0,"Personal Loan, Payday Loan, and Mortgage Loan",15.0,5.0,4.86,1.0,,1308.31,24.92,30 Years and 1 Months,No,24.33,132.80717848131528,Low_spent_Large_value_payments,281.12,2023-06-01
CUS_0x145c,41588.74,3201.73,5.0,3.0,7.0,2.0,"Debt Consolidation Loan, and Personal Loan",14.0,6.0,8.95,6.0,Good,630.25,37.96,26 Years and 11 Months,No,61.94,48.676018837979676,High_spent_Medium_value_payments,459.55,2023-06-01
CUS_0x149e,78156.39,6526.03,5.0,,8.0,4.0,"Home Equity Loan, Student Loan, Credit-Builder Loan, and Personal Loan",9.0,18.0,6.34,4.0,,884.79,29.81,24 Years and 6 Months,No,154.8,651.1103949823222,Low_spent_Medium_value_payments,126.69,2023-06-01
CUS_0x14ca,122028.48,9899.04,2.0,7.0,8.0,3.0,"Home Equity Loan, Debt Consolidation Loan, and Mortgage Loan",28.0,11.0,10.35,9.0,Good,53.04,35.71,25 Years and 10 Months,No,290.52,79.7724499037232,High_spent_Large_value_payments,859.61,2023-06-01
CUS_0x157a,59662.98,4777.92,7.0,4.0,16.0,3.0,"Auto Loan, Mortgage Loan, and Mortgage Loan",24.0,8.0,8.59,6.0,Standard,634.86,25.97,6 Years and 3 Months,Yes,85.6,__10000__,High_spent_Medium_value_payments,451.44,2023-06-01
CUS_0x1585,18426.03,1513.5,6.0,6.0,14.0,6.0,"Not Specified, Home Equity Loan, Payday Loan, Payday Loan, Home Equity Loan, and Mortgage Loan",13.0,19.0,9.67,9.0,Standard,364.1,38.23,12 Years and 9 Months,Yes,78.43,55.72311536666532,,297.2,2023-06-01
CUS_0x1664,29375.68,2728.97,4.0,8.0,27.0,6.0,"Personal Loan, Home Equity Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, and Payday Loan",5.0,12.0,12.26,15.0,Standard,1985.59,31.77,19 Years and 4 Months,Yes,90.86,119.51961895623958,High_spent_Small_value_payments,391.77,2023-06-01
CUS_0x166c,43016.7,3853.72,7.0,7.0,27.0,6.0,"Payday Loan, Personal Loan, Personal Loan, Not Specified, Student Loan, and Home Equity Loan",60.0,11.0,18.66,10.0,Standard,2136.77,31.05,12 Years and 0 Months,NM,131.25,100.83781712059013,High_spent_Medium_value_payments,403.29,2023-06-01
CUS_0x1698,9221.88,598.49,6.0,5.0,34.0,4.0,"Auto Loan, Debt Consolidation Loan, Personal Loan, and Not Specified",40.0,16.0,16.48,11.0,Standard,2374.03,35.24,16 Years and 4 Months,NM,28.99,66.92892025117658,Low_spent_Small_value_payments,253.93,2023-06-01
CUS_0x16a2,119680.56,9906.38,8.0,4.0,17.0,4.0,"Mortgage Loan, Payday Loan, Student Loan, and Home Equity Loan",17.0,14.0,3.61,4.0,Standard,871.69,40.45,23 Years and 5 Months,NM,330.58,153.00662525140086,High_spent_Large_value_payments,747.05,2023-06-01
CUS_0x16d9,18485.24,1469.44,8.0,4.0,3.0,4.0,"Student Loan, Not Specified, Credit-Builder Loan, and Credit-Builder Loan",13.0,14.0,6.33,6.0,,395.45,24.76,22 Years and 10 Months,No,52.9,118.5206381798459,Low_spent_Small_value_payments,265.52,2023-06-01
CUS_0x1766,17849.0,1490.42,6.0,6.0,15.0,7.0,"Home Equity Loan, Not Specified, Debt Consolidation Loan, Payday Loan, Personal Loan, Personal Loan, and Not Specified",15.0,24.0,22.44,15.0,Bad,4522.59,29.69,10 Years and 5 Months,Yes,88.01,187.0008694998341,Low_spent_Small_value_payments,164.04,2023-06-01
CUS_0x17e0,18250.52,1403.88,9.0,8.0,33.0,8.0,"Auto Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Personal Loan, Home Equity Loan, Payday Loan, and Not Specified",31.0,21.0,28.48,9.0,Bad,4457.6,36.7,7 Years and 8 Months,Yes,89.36,77.34913430372244,,233.68,2023-06-01
CUS_0x17ef,83947.72,7167.64,5.0,4.0,9.0,3.0,"Not Specified, Student Loan, and Payday Loan",6.0,,4.19,0.0,,954.9,39.8,27 Years and 3 Months,No,176.48,237.89188920255432,Low_spent_Medium_value_payments,582.39,2023-06-01
CUS_0x17fe,31135.37,2500.61,3.0,5.0,9.0,0.0,,25.0,6.0,4.52,2.0,Good,1112.57,35.58,28 Years and 2 Months,NM,0.0,175.40471377541922,Low_spent_Small_value_payments,364.66,2023-06-01
CUS_0x1810,57651.98,4702.98,4.0,5.0,7.0,3.0,"Mortgage Loan, Mortgage Loan, and Not Specified",15.0,3.0,6.17,3.0,Good,568.45,25.92,30 Years and 4 Months,No,500.11,270.0629083086341,,366.41,2023-06-01
CUS_0x18c5,140947.8,11496.65,5.0,7.0,5.0,2.0,"Personal Loan, and Credit-Builder Loan",9.0,2438.0,8.08,9.0,Standard,1348.57,27.63,19 Years and 5 Months,Yes,224.21,432.96374940904985,Low_spent_Large_value_payments,762.49,2023-06-01
CUS_0x18c6,35728.54,3096.38,7.0,7.0,11.0,3.0,"Mortgage Loan, Student Loan, and Not Specified",8.0,15.0,8.87,2.0,Standard,1229.33,36.42,22 Years and 9 Months,No,58.73,177.9675743212755,Low_spent_Small_value_payments,362.94,2023-06-01
CUS_0x1972,54858.75,4327.56,7.0,7.0,16.0,5.0,"Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Debt Consolidation Loan",4.0,19.0,11.74,5.0,Standard,2229.82,36.64,20 Years and 0 Months,Yes,144.3,170.1765368509234,High_spent_Medium_value_payments,368.28,2023-06-01
CUS_0x199a,73446.68,6101.56,3.0,7.0,10.0,1.0,Payday Loan,9.0,0.0,10.01,3.0,Good,685.36,29.27,30 Years and 5 Months,No,32.02,117.11117823727423,High_spent_Medium_value_payments,573.47,2023-06-01
