Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x107e,75095.91,6269.99,5.0,6.0,15.0,6.0,"Personal Loan, Payday Loan, Personal Loan, Student Loan, Home Equity Loan, and Payday Loan",9.0,10.0,20.53,8.0,Standard,989.71,24.22,12 Years and 0 Months,Yes,78446.0,__10000__,Low_spent_Medium_value_payments,234.07,2024-11-01
CUS_0x10b3,136150.6,11127.88,1.0,5.0,9.0,3.0,"Student Loan, Student Loan, and Auto Loan",10.0,3.0,10.72,3.0,,260.29,35.96,27 Years and 4 Months,NM,177.65,1302.3574307873828,Low_spent_Small_value_payments,898.36,2024-11-01
CUS_0x10df,9929.24,828.44,4.0,8.0,23.0,3.0,"Not Specified, Auto Loan, and Student Loan",16.0,18.0,11.5,14.0,Standard,2328.08,36.51,7 Years and 2 Months,Yes,18.12,74.96443136195327,Low_spent_Small_value_payments,260.92,2024-11-01
CUS_0x10e7,64933.76,5368.15,3.0,3.0,33.0,,"Mortgage Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",15.0,19.0,13.04,11.0,Standard,2699.17,24.96,14 Years and 4 Months,Yes,193.69,186.14666535889234,High_spent_Medium_value_payments,406.98,2024-11-01
CUS_0x1144,135851.24,11418.94,4.0,4.0,18.0,2.0,"Home Equity Loan, and Auto Loan",28.0,19.0,11.19,13.0,Standard,695.12,32.63,25 Years and 2 Months,Yes,206.56,1139.0837370941445,Low_spent_Medium_value_payments,76.25,2024-11-01
CUS_0x1152,31316.47,2510.71,0.0,2.0,6.0,2.0,"Payday Loan, and Personal Loan",13.0,5.0,5.44,1.0,Good,800.89,36.45,18 Years and 6 Months,No,26959.0,124.97678843365013,High_spent_Small_value_payments,355.27,2024-11-01
CUS_0x11ae,14550.52,1392.54,7.0,10.0,25.0,9.0,"Personal Loan, Not Specified, Home Equity Loan, Home Equity Loan, Personal Loan, Auto Loan, Home Equity Loan, Auto Loan, and Personal Loan",43.0,20.0,23.08,6.0,,4444.99,25.57,11 Years and 0 Months,Yes,95.91,123.13871021618077,Low_spent_Small_value_payments,210.2,2024-11-01
CUS_0x1231,30739.3,2298.61,4.0,4.0,13.0,6.0,"Student Loan, Personal Loan, Payday Loan, Payday Loan, Student Loan, and Student Loan",15.0,8.0,16.7,5.0,Standard,1365.58,23.4,18 Years and 2 Months,Yes,135.24,106.45326410182086,High_spent_Small_value_payments,248.17,2024-11-01
CUS_0x126d,34710.6,3170.55,6.0,3.0,20.0,,"Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Student Loan, Payday Loan, Not Specified, and Mortgage Loan",22.0,10.0,14.76,10.0,Standard,1462.53,33.99,15 Years and 0 Months,Yes,197.11,324.46240797716166,Low_spent_Small_value_payments,85.48,2024-11-01
CUS_0x127d,15096.85,1033.07,8.0,6.0,20.0,4.0,"Home Equity Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",18.0,20.0,8.76,6.0,,1928.03,32.52,17 Years and 3 Months,Yes,35.31,63.66859960550003,High_spent_Small_value_payments,264.32,2024-11-01
