Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1048,42387.54,3680.3,3.0,7.0,26.0,7.0,"Personal Loan, Not Specified, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Debt Consolidation Loan",9.0,8.0,10.34,7.0,Standard,1835.67,28.75,10 Years and 0 Months,Yes,225.88,133.51336229583663,High_spent_Small_value_payments,268.63,2024-02-01
CUS_0x10c0,49454.13,4328.18,8.0,5.0,23.0,2.0,"Payday Loan, and Auto Loan",59.0,23.0,4.95,8.0,Bad,1388.56,28.98,13 Years and 4 Months,NM,73.35,148.5406575943259,Low_spent_Medium_value_payments,459.08,2024-02-01
CUS_0x115c,41695.76,3401.65,6.0,7.0,15.0,9.0,"Not Specified, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, and Mortgage Loan",24.0,20.0,31.99,8.0,Bad,4453.51,26.7,8 Years and 6 Months,NM,302.81,85.68416842593166,Low_spent_Large_value_payments,221.67,2024-02-01
CUS_0x12b6,67104.12,5829.01,9.0,9.0,19.0,5.0,"Student Loan, Not Specified, Payday Loan, Not Specified, and Auto Loan",28.0,25.0,21.54,8.0,Bad,4635.75,27.64,1 Years and 9 Months,Yes,265.02,__10000__,Low_spent_Medium_value_payments,391.62,2024-02-01
CUS_0x12b8,15906.4,1350.53,9.0,10.0,21.0,8.0,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Student Loan, Student Loan, Home Equity Loan, Credit-Builder Loan, and Not Specified",22.0,21.0,27.86,6.0,Bad,3167.74,31.09,10 Years and 11 Months,Yes,91.89,119.6072590468508,Low_spent_Small_value_payments,213.55,2024-02-01
CUS_0x12ef,68898.0,5588.5,7.0,4.0,11.0,0.0,,24.0,16.0,5.8,5.0,Standard,312.14,29.86,28 Years and 2 Months,No,0.0,195.78897977675166,,613.06,2024-02-01
CUS_0x134d,85324.44,7286.37,5.0,7.0,18.0,3.0,"Auto Loan, Personal Loan, and Payday Loan",12.0,12.0,16.22,7.0,Standard,713.09,28.65,28 Years and 6 Months,Yes,197.31,279.8194092753569,High_spent_Medium_value_payments,501.51,2024-02-01
CUS_0x13c2,60682.11,5179.84,8.0,5.0,23.0,5.0,"Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",41.0,18.0,26.12,9.0,Bad,4899.87,35.25,9 Years and 5 Months,Yes,195.45,142.65756191908372,Low_spent_Medium_value_payments,386.53,2024-02-01
CUS_0x1414,51093.12,4080.76,8.0,9.0,25.0,6.0,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Not Specified, Home Equity Loan, and Payday Loan",42.0,22.0,27.67,12.0,Bad,3628.5,30.71,11 Years and 2 Months,Yes,246.09,330.92236338088344,Low_spent_Small_value_payments,121.07,2024-02-01
CUS_0x1470,14156.88,1251.74,3.0,4.0,4.0,4.0,"Mortgage Loan, Not Specified, Payday Loan, and Home Equity Loan",0.0,8.0,8.86,4.0,Good,602.3,31.11,27 Years and 0 Months,No,57803.0,91.45229450742808,Low_spent_Small_value_payments,287.06,2024-02-01
CUS_0x15cc,9669.05,925.75,8.0,6.0,31.0,6.0,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Auto Loan, Auto Loan, and Not Specified",27.0,23.0,-4.75,15.0,Bad,1626.12,32.38,9 Years and 10 Months,Yes,44.19,49.238724934324026,Low_spent_Small_value_payments,289.15,2024-02-01
CUS_0x15da,127014.28,10870.52,7.0,6.0,14.0,3.0,"Payday Loan, Student Loan, and Not Specified",28.0,13.0,_,9.0,,245.63,36.14,9 Years and 1 Months,Yes,215.38,323.43067652816967,Low_spent_Medium_value_payments,828.24,2024-02-01
CUS_0x15f7,60314.22,5004.19,10.0,7.0,16.0,7.0,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, and Not Specified",43.0,13.0,9.32,14.0,Standard,1902.05,26.78,17 Years and 5 Months,Yes,219.98,142.25517025647517,High_spent_Medium_value_payments,388.18,2024-02-01
CUS_0x1739,14144.48,1206.71,7.0,9.0,16.0,6.0,"Auto Loan, Payday Loan, Not Specified, Auto Loan, Home Equity Loan, and Payday Loan",25.0,18.0,4.93,17.0,Bad,2537.18,29.75,11 Years and 9 Months,Yes,47.61,136.6564757180036,Low_spent_Small_value_payments,321.27,2024-02-01
CUS_0x178b,43456.5,3437.38,2.0,,8.0,0.0,,,8.0,0.62,3.0,,389.9,24.3,31 Years and 5 Months,NM,0.0,398.74744046917954,Low_spent_Small_value_payments,234.99,2024-02-01
CUS_0x17ec,30813.68,2109.21,3.0,3.0,8.0,4.0,"Auto Loan, Student Loan, Student Loan, and Home Equity Loan",7.0,10.0,6.93,2.0,,1312.2,35.38,18 Years and 10 Months,No,236.66,198.92522329626956,Low_spent_Large_value_payments,244.0,2024-02-01
CUS_0x18f4,35805.25,3106.77,4.0,7.0,16.0,0.0,,24.0,15.0,3.81,2.0,Standard,723.27,37.08,25 Years and 3 Months,No,0.0,99.90848166557407,High_spent_Medium_value_payments,460.77,2024-02-01
CUS_0x1914,66149.48,5230.46,8.0,10.0,30.0,2.0,"Student Loan, and Home Equity Loan",53.0,20.0,2.8,12.0,Bad,2576.98,29.47,13 Years and 8 Months,Yes,101.03,63.142229104804954,High_spent_Large_value_payments,598.87,2024-02-01
