Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x103e,98690.8,8262.23,4.0,6.0,9.0,1.0,Student Loan,6.0,17.0,10.76,4.0,Good,706.96,26.86,26 Years and 11 Months,No,55.0,913.4813186573292,Low_spent_Small_value_payments,147.74,2024-12-01
CUS_0x1195,30429.91,2808.83,4.0,6.0,16.0,2.0,"Auto Loan, and Auto Loan",22.0,17.0,1.67,1549.0,Standard,362.48,33.35,28 Years and 11 Months,No,29.91,82.87878577514347,Low_spent_Large_value_payments,438.09,2024-12-01
CUS_0x1197,92300.01,7437.67,2.0,4.0,11.0,3.0,"Credit-Builder Loan, Not Specified, and Credit-Builder Loan",27.0,9.0,18.96,2.0,,755.17,26.99,18 Years and 11 Months,Yes,49236.0,220.8621525417414,Low_spent_Large_value_payments,581.16,2024-12-01
CUS_0x11e2,44986.55,3689.88,6.0,5.0,11.0,1.0,Credit-Builder Loan,0.0,4.0,10.26,3.0,Good,753.21,25.59,20 Years and 0 Months,No,23.27,43.20363344633164,High_spent_Large_value_payments,542.52,2024-12-01
CUS_0x11ec,14867.69,1005.97,9.0,9.0,18.0,6.0,"Debt Consolidation Loan, Student Loan, Personal Loan, Credit-Builder Loan, Auto Loan, and Debt Consolidation Loan",39.0,15.0,18.5,8.0,Standard,2344.06,24.34,17 Years and 2 Months,Yes,55.46,100.14574834721886,Low_spent_Medium_value_payments,224.99,2024-12-01
CUS_0x1234,64996.98,5215.42,3.0,5.0,12.0,2.0,"Not Specified, and Auto Loan",26.0,12.0,19.69,6.0,Standard,340.81,42.02,32 Years and 5 Months,Yes,97.54,586.023630407846,High_spent_Large_value_payments,577.85,2024-12-01
CUS_0x1354,78498.72,6568.56,8.0,5.0,17.0,0.0,,17.0,9.0,8.82,7.0,Standard,910.99,25.32,9 Years and 11 Months,Yes,0.0,70.04196387391798,High_spent_Medium_value_payments,836.81,2024-12-01
CUS_0x137d,43655.04,3794.92,5.0,7.0,5.0,4.0,"Payday Loan, Auto Loan, Debt Consolidation Loan, and Auto Loan",10.0,2.0,2.71,0.0,,97.41,33.73,29 Years and 7 Months,No,131.24,231.21694902117784,High_spent_Small_value_payments,277.04,2024-12-01
CUS_0x1437,127921.84,10899.15,7.0,6.0,18.0,3.0,"Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",8.0,20.0,13.37,946.0,Standard,1043.09,38.45,29 Years and 11 Months,Yes,226.75,535.5454972866727,Low_spent_Large_value_payments,597.62,2024-12-01
CUS_0x143d,19827.36,1469.28,8.0,7.0,17.0,1.0,Auto Loan,18.0,10.0,9.96,6.0,,282.29,25.02,22 Years and 8 Months,NM,15.04,70.85315783251433,Low_spent_Small_value_payments,351.03,2024-12-01
CUS_0x144d,20938.03,1896.84,6.0,9.0,23.0,5.0,"Payday Loan, Not Specified, Not Specified, Not Specified, and Student Loan",12.0,15.0,-2.16,11.0,Bad,1657.74,26.56,10 Years and 3 Months,Yes,56.26,62.558838199254424,Low_spent_Medium_value_payments,350.86,2024-12-01
CUS_0x1458,28127.13,2579.93,6.0,5.0,11.0,1.0,Credit-Builder Loan,12.0,14.0,15.0,5.0,,1187.43,28.89,26 Years and 11 Months,Yes,17.03,162.65979823498074,Low_spent_Large_value_payments,348.3,2024-12-01
CUS_0x14f4,14274.32,907.53,4.0,4.0,12.0,3.0,"Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",15.0,9.0,8.48,4.0,Standard,1243.37,39.48,12 Years and 2 Months,Yes,18.19,50.189336656065166,Low_spent_Medium_value_payments,302.37,2024-12-01
CUS_0x151b,47165.44,3782.45,8.0,4.0,7.0,0.0,,29.0,16.0,7.76,5.0,Standard,248.98,37.34,27 Years and 10 Months,NM,0.0,254.0774777443169,Low_spent_Small_value_payments,414.17,2024-12-01
CUS_0x1542,70580.16,5991.68,5.0,3.0,4.0,4.0,"Mortgage Loan, Not Specified, Personal Loan, and Credit-Builder Loan",2.0,3.0,9.93,3.0,Good,1362.34,31.8,31 Years and 10 Months,No,221.77,543.5765951528927,Low_spent_Small_value_payments,123.82,2024-12-01
CUS_0x1563,147620.68,12059.72,5.0,7.0,5.0,0.0,,8.0,12.0,11.9,9.0,Standard,1082.41,29.23,23 Years and 5 Months,Yes,0.0,462.4109903288031,High_spent_Small_value_payments,1003.56,2024-12-01
CUS_0x15df,162713.28,13672.44,2.0,3.0,,1.0,Credit-Builder Loan,5.0,5.0,3.13,3.0,Good,640.07,29.74,29 Years and 9 Months,No,97.86,560.0343667385356,Low_spent_Medium_value_payments,989.35,2024-12-01
CUS_0x1613,43340.44,3521.7,3.0,5.0,9.0,1.0,Mortgage Loan,4.0,11.0,8.76,4.0,Good,539.33,37.73,29 Years and 0 Months,No,35.76,__10000__,Low_spent_Large_value_payments,484.19,2024-12-01
CUS_0x164f,8845.96,846.16,7.0,10.0,26.0,5.0,"Credit-Builder Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",40.0,25.0,1.33,6.0,Bad,1422.97,31.32,16 Years and 8 Months,Yes,33.95,29.725163517081043,Low_spent_Medium_value_payments,300.94,2024-12-01
CUS_0x1765,15186.18,1527.51,4.0,3.0,6.0,1.0,Student Loan,21.0,15.0,15.22,0.0,Standard,9.7,31.03,23 Years and 9 Months,NM,10.92,84.25057610368384,Low_spent_Small_value_payments,347.59,2024-12-01
CUS_0x17d7,141789.84,11656.82,6.0,6.0,19.0,1.0,Not Specified,17.0,17.0,4.02,1.0,Standard,1194.16,26.38,32 Years and 4 Months,Yes,85.74,634.9142649357395,Low_spent_Medium_value_payments,725.03,2024-12-01
CUS_0x1833,11527.73,839.64,3.0,7.0,14.0,1.0,Auto Loan,12.0,12.0,1.39,3.0,Standard,532.86,23.33,23 Years and 11 Months,NM,5.91,43.23742383911657,Low_spent_Large_value_payments,304.81,2024-12-01
CUS_0x1852,35846.52,3014.21,4.0,3.0,19.0,3.0,"Student Loan, Mortgage Loan, and Not Specified",23.0,19.0,17.92,8.0,Standard,332.22,26.21,20 Years and 3 Months,Yes,84.35,86.73583604680769,High_spent_Small_value_payments,390.34,2024-12-01
CUS_0x18bc,72617.55,5996.46,26.0,4.0,5.0,,"Personal Loan, and Debt Consolidation Loan",22.0,15.0,_,7.0,Good,1475.91,28.92,28 Years and 2 Months,No,89.41,389.7809702665799,Low_spent_Medium_value_payments,400.46,2024-12-01
CUS_0x18ca,79716.94,6372.08,0.0,4.0,6.0,1.0,Payday Loan,15.0,7.0,8.63,4.0,Good,1248.42,42.28,20 Years and 0 Months,No,57.21,152.22311624869673,High_spent_Small_value_payments,687.78,2024-12-01
CUS_0x18fd,19711.14,1490.6,1.0,4.0,11.0,1.0,Debt Consolidation Loan,5.0,9.0,-2.77,7.0,Good,334.63,23.91,21 Years and 3 Months,No,14.42,162.42855718359874,Low_spent_Small_value_payments,262.21,2024-12-01
CUS_0x1948,82489.92,7055.16,9.0,9.0,25.0,3.0,"Student Loan, Student Loan, and Student Loan",48.0,15.0,11.33,11.0,Standard,1816.7,38.71,10 Years and 9 Months,Yes,199.55,176.11096871965287,,579.85,2024-12-01
CUS_0x19a0,20618.37,1425.2,6.0,6.0,22.0,2.0,"Credit-Builder Loan, and Debt Consolidation Loan",34.0,20.0,18.74,10.0,Standard,1681.09,36.92,18 Years and 9 Months,Yes,21.81,141.26134262777344,Low_spent_Small_value_payments,269.45,2024-12-01
CUS_0x1a00,13590.6,1294.55,8.0,5.0,9.0,3.0,"Debt Consolidation Loan, Personal Loan, and Credit-Builder Loan",8.0,12.0,10.79,2.0,Good,170.99,34.84,29 Years and 3 Months,No,18.17,42.959406583384286,High_spent_Small_value_payments,328.33,2024-12-01
CUS_0x1a61,161689.72,13532.14,0.0,7.0,6.0,0.0,,16.0,4.0,1.59,5.0,Good,1050.75,39.73,28 Years and 9 Months,No,0.0,552.6214324154513,High_spent_Medium_value_payments,1050.59,2024-12-01
CUS_0x1bde,170730.6,14353.55,4.0,7.0,3.0,0.0,,15.0,4.0,4.54,4.0,Good,327.43,28.62,20 Years and 3 Months,No,0.0,766.3857646350563,Low_spent_Large_value_payments,938.97,2024-12-01
CUS_0x1be8,63528.7,5132.06,4.0,6.0,9.0,3.0,"Auto Loan, Student Loan, and Not Specified",21.0,11.0,7.09,3.0,Good,617.89,31.05,27 Years and 2 Months,No,128.28,108.43268223065132,High_spent_Medium_value_payments,526.5,2024-12-01
CUS_0x1c0c,114148.24,9579.35,6.0,4.0,5.0,1.0,Auto Loan,7.0,19.0,13.15,0.0,,1432.74,33.68,33 Years and 2 Months,Yes,36416.0,113.97181822932205,High_spent_Large_value_payments,989.61,2024-12-01
CUS_0x1c3b,79357.14,6703.1,2.0,3.0,8.0,,"Credit-Builder Loan, Payday Loan, Credit-Builder Loan, and Mortgage Loan",3.0,13.0,4.08,2.0,Good,1171.51,37.08,18 Years and 4 Months,No,172.0,85.44689333041234,High_spent_Medium_value_payments,662.86,2024-12-01
CUS_0x1c71,43280.82,3648.74,7.0,5.0,17.0,4.0,"Auto Loan, Auto Loan, Payday Loan, and Mortgage Loan",44.0,26.0,7.7,999.0,Bad,2576.44,36.27,12 Years and 0 Months,NM,74.29,168.4516352103024,Low_spent_Large_value_payments,392.13,2024-12-01
CUS_0x1ca5,35413.43,2860.12,6.0,4.0,6.0,3.0,"Auto Loan, Student Loan, and Auto Loan",5.0,12.0,4.48,5.0,Standard,381.28,36.55,32 Years and 10 Months,Yes,67.25,274.7268842852083,Low_spent_Small_value_payments,234.03,2024-12-01
CUS_0x1d00,14638.54,1134.88,6.0,9.0,17.0,8.0,"Debt Consolidation Loan, Payday Loan, Student Loan, Personal Loan, Credit-Builder Loan, Payday Loan, Not Specified, and Home Equity Loan",45.0,20.0,26.3,14.0,Bad,3201.91,37.56,12 Years and 4 Months,Yes,80.01,44.69070234095683,Low_spent_Small_value_payments,278.79,2024-12-01
CUS_0x1d63,15993.33,1544.78,5.0,5.0,25.0,5.0,"Auto Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Credit-Builder Loan",7.0,11.0,18.41,12.0,Standard,2447.8,39.75,20 Years and 6 Months,Yes,43.58,160.38090242367383,Low_spent_Small_value_payments,240.52,2024-12-01
CUS_0x1e17,15399.52,1438.29,4.0,3.0,18.0,1.0,Auto Loan,28.0,17.0,16.03,2.0,Standard,556.93,22.68,28 Years and 5 Months,Yes,11.42,76.73289163185878,Low_spent_Large_value_payments,325.68,2024-12-01
CUS_0x1e18,14366.56,1085.36,1.0,2.0,3.0,1.0,Student Loan,8.0,6.0,4.48,5.0,Good,411.98,37.53,25 Years and 6 Months,No,133.59,72.2334101116739,Low_spent_Large_value_payments,311.15,2024-12-01
CUS_0x1eb6,19755.43,1734.29,7.0,6.0,20.0,8.0,"Payday Loan, Payday Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Personal Loan, and Not Specified",48.0,17.0,23.89,6.0,Bad,3671.84,34.88,12 Years and 2 Months,Yes,96.4,128.68556540689906,Low_spent_Small_value_payments,238.34,2024-12-01
CUS_0x1f57,19547.06,1486.92,3.0,2.0,8.0,3.0,"Student Loan, Credit-Builder Loan, and Mortgage Loan",15.0,12.0,5.14,5.0,Good,824.36,29.13,32 Years and 5 Months,No,46.36,62.915603234664786,Low_spent_Small_value_payments,329.41,2024-12-01
CUS_0x1ffd,14311.1,1277.59,4.0,3.0,4.0,3.0,"Credit-Builder Loan, Credit-Builder Loan, and Mortgage Loan",5.0,12.0,4.53,3.0,,380.09,28.71,21 Years and 9 Months,NM,21.82,66.75227833239732,Low_spent_Small_value_payments,329.19,2024-12-01
CUS_0x200a,81288.36,6765.03,10.0,6.0,17.0,6.0,"Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, Payday Loan, and Payday Loan",13.0,18.0,24.92,10.0,Bad,3238.58,23.08,4 Years and 11 Months,Yes,383.46,152.88680631914158,High_spent_Large_value_payments,380.16,2024-12-01
CUS_0x204b,52256.67,4322.72,10.0,5.0,21.0,3.0,"Home Equity Loan, Personal Loan, and Personal Loan",60.0,23.0,19.69,13.0,Bad,2109.67,30.4,9 Years and 1 Months,Yes,82.84,51.15649066531781,High_spent_Medium_value_payments,548.27,2024-12-01
CUS_0x2076,26281.03,2440.09,8.0,3.0,16.0,3.0,"Auto Loan, Mortgage Loan, and Not Specified",30.0,20.0,10.82,7.0,Standard,267.49,32.32,16 Years and 5 Months,Yes,46.43,152.742182816676,High_spent_Small_value_payments,304.84,2024-12-01
CUS_0x209a,34977.92,2670.83,6.0,4.0,3.0,4.0,"Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Personal Loan",5.0,14.0,-2.71,4.0,Good,992.64,33.71,18 Years and 0 Months,No,95.27,97.5478400404655,Low_spent_Small_value_payments,364.26,2024-12-01
CUS_0x20dc,20975.4,1943.95,2.0,3.0,9.0,1.0,Auto Loan,2.0,9.0,9.94,1.0,Good,731.4,26.21,24 Years and 3 Months,NM,16.2,67.15820105635807,High_spent_Medium_value_payments,361.04,2024-12-01
CUS_0x20de,52742.91,4441.24,4.0,7.0,15.0,3.0,"Student Loan, Mortgage Loan, and Not Specified",20.0,14.0,13.79,11.0,Standard,1645.23,37.24,12 Years and 0 Months,Yes,76.64,159.49877479102125,High_spent_Medium_value_payments,457.99,2024-12-01
CUS_0x20f1,68585.44,5618.45,7.0,5.0,34.0,5.0,"Home Equity Loan, Auto Loan, Student Loan, Auto Loan, and Student Loan",57.0,22.0,19.2,11.0,Bad,2335.55,23.32,10 Years and 0 Months,Yes,164.12,739.1053480733037,Low_spent_Small_value_payments,533.02,2024-12-01
CUS_0x21a7,126732.6,10443.05,7.0,5.0,16.0,4.0,"Student Loan, Home Equity Loan, Payday Loan, and Debt Consolidation Loan",7.0,9.0,11.6,3.0,Standard,18.99,33.16,24 Years and 6 Months,No,294.99,164.86268158417568,High_spent_Large_value_payments,824.45,2024-12-01
CUS_0x21af,87027.66,7494.3,1.0,6.0,5.0,3.0,"Personal Loan, Payday Loan, and Home Equity Loan",30.0,8.0,5.960000000000001,2.0,Good,884.63,40.26,17 Years and 9 Months,No,139.93,308.838029494847,Low_spent_Medium_value_payments,580.66,2024-12-01
CUS_0x22ac,57786.12,4686.51,6.0,6.0,32.0,6.0,"Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",26.0,19.0,18.69,7.0,Standard,1730.05,25.46,14 Years and 8 Months,Yes,271.75,296.3164766858565,High_spent_Small_value_payments,160.59,2024-12-01
CUS_0x22ee,59885.28,5057.44,8.0,3.0,21.0,4.0,"Payday Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",25.0,13.0,3.5700000000000003,7.0,,2100.23,33.41,18 Years and 3 Months,Yes,118.42,103.76407534963543,High_spent_Large_value_payments,523.56,2024-12-01
