Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x10ac,16718.64,1270.22,7.0,3.0,15.0,4.0,"Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, and Debt Consolidation Loan",26.0,11.0,18.45,1.0,,853.41,31.4,16 Years and 3 Months,No,50.96,36.41309208442618,,319.65,2024-08-01
CUS_0x10c5,158623.16,13180.6,2.0,7.0,10.0,1.0,Payday Loan,10.0,5.0,6.04,0.0,Good,1134.83,41.8,30 Years and 2 Months,No,91.03,282.71868909757717,High_spent_Medium_value_payments,1194.31,2024-08-01
CUS_0x1145,17975.32,1444.94,6.0,5.0,32.0,9.0,"Student Loan, Payday Loan, Not Specified, Mortgage Loan, Home Equity Loan, Payday Loan, Payday Loan, Not Specified, and Credit-Builder Loan",61.0,25.0,8.9,13.0,Bad,1263.1,25.68,12 Years and 5 Months,Yes,76.45,176.77621007546128,Low_spent_Small_value_payments,181.27,2024-08-01
CUS_0x11ac,69136.54,5902.38,3.0,4.0,14.0,0.0,,14.0,18.0,7.18,3.0,Standard,478.85,32.1,17 Years and 5 Months,Yes,0.0,435.93700154823983,Low_spent_Small_value_payments,444.3,2024-08-01
CUS_0x122c,36346.13,3188.84,8.0,6.0,11.0,3.0,"Credit-Builder Loan, Home Equity Loan, and Auto Loan",21.0,15.0,10.54,4.0,Good,1252.46,28.07,22 Years and 2 Months,NM,89.06,110.50970251432872,High_spent_Medium_value_payments,369.31,2024-08-01
CUS_0x1274,49070.94,4128.25,8.0,4.0,,3.0,"Student Loan, Payday Loan, and Payday Loan",13.0,17.0,12.81,8.0,Standard,1800.41,28.7,5 Years and 11 Months,NM,72.74,330.05138747175704,Low_spent_Small_value_payments,300.03,2024-08-01
CUS_0x1288,60938.13,5163.18,10.0,8.0,31.0,8.0,"Payday Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",26.0,21.0,17.49,9.0,Bad,3947.24,36.59,5 Years and 5 Months,Yes,378.3,509.04521941935053,Low_spent_Large_value_payments,269.72,2024-08-01
CUS_0x12cc,20521.36,1721.11,10.0,8.0,17.0,3.0,"Personal Loan, Payday Loan, and Mortgage Loan",21.0,12.0,14.94,10.0,Standard,1896.78,22.72,10 Years and 9 Months,Yes,42.15,110.96335252487991,,244.42,2024-08-01
CUS_0x1338,20078.47,1447.21,10.0,10.0,31.0,8.0,"Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",43.0,22.0,25.27,13.0,,4545.35,31.78,13 Years and 10 Months,NM,120.33,78.196521486097,Low_spent_Small_value_payments,236.19,2024-08-01
CUS_0x1370,10216.36,587.02,10.0,8.0,22.0,5.0,"Mortgage Loan, Personal Loan, Student Loan, Student Loan, and Personal Loan",20.0,23.0,19.55,6.0,Bad,3703.66,29.46,12 Years and 2 Months,Yes,121.23,26.723716674365626,High_spent_Medium_value_payments,262.33,2024-08-01
