Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1108,117499.47,9780.62,4.0,5.0,8.0,0.0,,10.0,8.0,8.32,4.0,Good,337.9,30.62,30 Years and 8 Months,No,0.0,334.3979770998342,Low_spent_Medium_value_payments,923.66,2024-07-01
CUS_0x13b5,17931.38,1633.28,6.0,6.0,16.0,3.0,"Auto Loan, Not Specified, and Mortgage Loan",22.0,8.0,8.3,3.0,,51.82,30.07,16 Years and 11 Months,No,43.58,160.95107854737273,Low_spent_Small_value_payments,248.79,2024-07-01
CUS_0x13b8,18341.47,1323.46,2.0,3.0,6.0,0.0,,4.0,6.0,5.93,6.0,Good,1300.64,38.69,18 Years and 5 Months,No,0.0,98.06490155058232,Low_spent_Medium_value_payments,314.28,2024-07-01
CUS_0x144f,74346.44,6134.54,7.0,10.0,25.0,8.0,"Not Specified, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, Student Loan, and Credit-Builder Loan",62.0,18.0,6.52,15.0,,2684.09,30.23,10 Years and 4 Months,Yes,303.47,77.59476206265225,High_spent_Large_value_payments,472.39,2024-07-01
CUS_0x14ec,35180.42,2695.7,5.0,7.0,12.0,2.0,"Mortgage Loan, and Mortgage Loan",16.0,0.0,7.2,2.0,Good,33.8,32.77,25 Years and 8 Months,No,44.61,209.20010216238876,Low_spent_Large_value_payments,285.76,2024-07-01
CUS_0x1595,30509.4,2321.45,5.0,7.0,8.0,4.0,"Debt Consolidation Loan, Not Specified, Mortgage Loan, and Mortgage Loan",7.0,14.0,10.95,6.0,,1496.06,24.83,20 Years and 5 Months,Yes,66.37,102.29316549827708,,343.48,2024-07-01
CUS_0x15ec,21487.84,1602.65,1.0,2.0,6.0,3.0,"Home Equity Loan, Student Loan, and Not Specified",11.0,13.0,2.93,3.0,,425.9,30.1,25 Years and 6 Months,NM,41.01,__10000__,Low_spent_Medium_value_payments,326.77,2024-07-01
CUS_0x16fd,10227.53,987.29,9.0,6.0,22.0,6.0,"Payday Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Student Loan, and Credit-Builder Loan",24.0,20.0,2.38,8.0,,1610.77,36.61,8 Years and 4 Months,Yes,42.27,124.96137702790249,Low_spent_Medium_value_payments,262.11,2024-07-01
CUS_0x183d,7005.93,835.83,10.0,7.0,30.0,6.0,"Student Loan, Payday Loan, Home Equity Loan, Payday Loan, Auto Loan, and Student Loan",21.0,9.0,8.49,9.0,Standard,1703.39,26.18,11 Years and 5 Months,NM,18.67,92.44429644114679,Low_spent_Small_value_payments,262.47,2024-07-01
CUS_0x183e,19191.52,1872.29,8.0,5.0,19.0,8.0,"Credit-Builder Loan, Personal Loan, Not Specified, Student Loan, Auto Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",39.0,22.0,17.9,13.0,,2571.56,25.1,1 Years and 5 Months,Yes,105.28,153.4614268120524,Low_spent_Large_value_payments,198.49,2024-07-01
CUS_0x1a56,16662.54,1464.54,4.0,5.0,19.0,7.0,"Mortgage Loan, Student Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Auto Loan, and Student Loan",21.0,17.0,13.170000000000002,6.0,,1384.8,23.18,11 Years and 4 Months,Yes,88.46,76.98693520087501,Low_spent_Small_value_payments,271.01,2024-07-01
CUS_0x1abe,14909.4,1177.45,6.0,7.0,24.0,2.0,"Not Specified, and Credit-Builder Loan",19.0,12.0,16.49,8.0,Standard,1992.2,23.22,11 Years and 6 Months,Yes,13.07,101.37002367241709,Low_spent_Small_value_payments,293.31,2024-07-01
CUS_0x1b02,12744.0,1272.0,3.0,4.0,8.0,2.0,"Student Loan, and Personal Loan",28.0,12.0,7.22,6.0,Standard,998.95,26.2,24 Years and 2 Months,No,12.87,46.82978811181179,Low_spent_Medium_value_payments,347.5,2024-07-01
CUS_0x1b41,19910.51,1622.21,9.0,10.0,15.0,5.0,"Home Equity Loan, Payday Loan, Home Equity Loan, Mortgage Loan, and Auto Loan",59.0,24.0,_,16.0,Bad,3957.01,31.6,6 Years and 2 Months,Yes,57.67,23.60906900530841,High_spent_Large_value_payments,320.94,2024-07-01
CUS_0x1b85,36228.12,3105.01,3.0,7.0,3.0,2.0,"Credit-Builder Loan, and Not Specified",6.0,3.0,11.62,5.0,,1475.78,33.75,27 Years and 9 Months,No,39.05,101.72432585529236,Low_spent_Medium_value_payments,449.73,2024-07-01
CUS_0x1bb7,9022.16,1045.85,6.0,9.0,23.0,7.0,"Payday Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, Personal Loan, and Mortgage Loan",25.0,18.0,3.93,11.0,Bad,1682.25,22.5,12 Years and 0 Months,Yes,41.61,135.9357430119322,Low_spent_Small_value_payments,217.04,2024-07-01
CUS_0x1c82,62719.36,5315.61,1.0,7.0,1.0,2.0,"Payday Loan, and Student Loan",13.0,3.0,5.15,5.0,Good,73.8,32.79,30 Years and 5 Months,No,58.32,264.1783346557805,Low_spent_Small_value_payments,499.07,2024-07-01
CUS_0x1cd5,80182.28,6684.86,4.0,4.0,9.0,1.0,Home Equity Loan,7.0,8.0,3.9,4.0,Standard,645.51,41.86,32 Years and 3 Months,No,36.04,171.17557621263902,High_spent_Medium_value_payments,711.27,2024-07-01
CUS_0x1dbb,7187.17,488.93,8.0,8.0,22.0,5.0,"Credit-Builder Loan, Payday Loan, Debt Consolidation Loan, Student Loan, and Not Specified",32.0,26.0,15.44,9.0,Bad,1438.65,37.88,8 Years and 3 Months,Yes,26.83,49.214084528290776,Low_spent_Medium_value_payments,252.85,2024-07-01
CUS_0x1dd3,68484.44,5684.04,5.0,7.0,5.0,5.0,"Home Equity Loan, Credit-Builder Loan, Personal Loan, Not Specified, and Home Equity Loan",16.0,20.0,12.52,8.0,,105.41,37.66,12 Years and 8 Months,Yes,225.54,308.53434580921885,Low_spent_Medium_value_payments,314.33,2024-07-01
CUS_0x1e8d,29146.6,2561.88,4.0,3.0,12.0,2.0,"Payday Loan, and Payday Loan",7.0,9.0,2.79,7.0,,179.48,35.06,18 Years and 4 Months,No,26.24,177.74994324259492,Low_spent_Large_value_payments,322.2,2024-07-01
CUS_0x1eae,21421.73,1689.14,5.0,3.0,17.0,4.0,"Mortgage Loan, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",18.0,13.0,9.11,1776.0,Standard,1378.89,32.2,22 Years and 2 Months,No,47.63,30.044337703105693,High_spent_Small_value_payments,351.24,2024-07-01
CUS_0x1ebc,122307.96,10230.33,1.0,5.0,6.0,0.0,,1.0,7.0,2.31,5.0,Good,630.24,30.3,27 Years and 3 Months,No,0.0,120.07803965362476,High_spent_Large_value_payments,1103.29,2024-07-01
CUS_0x1fc1,31501.87,2482.16,5.0,3.0,16.0,2.0,"Home Equity Loan, and Personal Loan",23.0,13.0,15.25,3.0,Standard,333.02,38.01,30 Years and 3 Months,NM,37.43,47.7199241519897,High_spent_Small_value_payments,423.07,2024-07-01
CUS_0x2031,20675.47,1899.96,3.0,1.0,11.0,2.0,"Student Loan, and Payday Loan",11.0,7.0,5.76,3.0,Good,78.09,27.36,21 Years and 9 Months,No,22.0,52.47633733446922,High_spent_Small_value_payments,375.52,2024-07-01
CUS_0x20a3,28793.49,2669.46,7.0,5.0,17.0,3.0,"Payday Loan, Personal Loan, and Home Equity Loan",25.0,20.0,9.01,6.0,Standard,405.99,23.59,22 Years and 0 Months,Yes,69.89,77.52860866084792,High_spent_Small_value_payments,379.53,2024-07-01
CUS_0x21b7,18157.95,1095.81,6.0,7.0,28.0,2.0,"Personal Loan, and Home Equity Loan",26.0,12.0,9.03,15.0,Standard,1795.88,34.27,8 Years and 6 Months,Yes,217.31,161.82386431674013,Low_spent_Small_value_payments,235.33,2024-07-01
CUS_0x22b9,9856.98,754.42,6.0,5.0,23.0,6.0,"Personal Loan, Credit-Builder Loan, Not Specified, Auto Loan, Personal Loan, and Credit-Builder Loan",22.0,13.0,8.43,10.0,,1455.73,29.04,13 Years and 8 Months,Yes,28.41,78.87125786695005,Low_spent_Small_value_payments,258.16,2024-07-01
CUS_0x22ba,115023.36,9801.28,3.0,4.0,1.0,2.0,"Home Equity Loan, and Not Specified",10.0,4.0,-6.13,7.0,,1143.52,25.76,21 Years and 5 Months,No,5041.0,637.93589594398,Low_spent_Medium_value_payments,513.78,2024-07-01
CUS_0x235c,106824.68,9088.06,5.0,6.0,13.0,3.0,"Personal Loan, Auto Loan, and Not Specified",28.0,20.0,12.94,9.0,Standard,704.23,36.24,17 Years and 9 Months,Yes,263.28,164.61128108614497,High_spent_Small_value_payments,740.91,2024-07-01
