Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1000,30625.94,2706.16,6.0,5.0,27.0,2.0,"Credit-Builder Loan, and Home Equity Loan",57.0,26.0,1.63,11.0,Bad,1562.91,30.08,10 Years and 9 Months,Yes,42.94,77.31427572208112,High_spent_Medium_value_payments,400.36,2023-05-01
CUS_0x108a,36982.36,2554.81,7.0,9.0,21.0,9.0,"Student Loan, Student Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Student Loan, and Personal Loan",15.0,15.0,24.61,15.0,,4882.12,32.0,7 Years and 9 Months,Yes,454.42,275.8074536448028,Low_spent_Medium_value_payments,84.71,2023-05-01
CUS_0x10f9,150131.68,11102.14,5.0,1.0,4.0,0.0,,8.0,0.0,7.49,0.0,Good,1138.36,45.26,31 Years and 11 Months,No,1494.84,180.7591380504137,High_spent_Medium_value_payments,1328.94,2023-05-01
CUS_0x1119,56301.9,4593.82,9.0,5.0,26.0,2.0,"Not Specified, and Not Specified",15.0,18.0,14.73,14.0,,2161.23,37.38,14 Years and 6 Months,Yes,50.12,310.84444036433723,Low_spent_Medium_value_payments,378.42,2023-05-01
CUS_0x1192,16319.38,1518.95,7.0,3.0,1.0,2.0,"Payday Loan, and Payday Loan",16.0,13.0,7.67,9.0,Standard,1275.32,31.4,23 Years and 9 Months,NM,16.29,112.33986758269495,Low_spent_Medium_value_payments,303.26,2023-05-01
CUS_0x11b1,34819.83,2689.65,,3.0,10.0,1.0,Student Loan,14.0,12.0,7.69,4.0,,905.89,37.7,18 Years and 10 Months,Yes,22.8,125.599605790283,High_spent_Small_value_payments,380.57,2023-05-01
CUS_0x12a7,26450.59,2079.22,5.0,6.0,20.0,4.0,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, and Home Equity Loan",24.0,18.0,11.8,1.0,Standard,952.9,26.4,28 Years and 8 Months,No,73.67,19.552470959112455,High_spent_Large_value_payments,354.7,2023-05-01
CUS_0x12a9,44822.21,3555.18,1.0,4.0,2.0,4.0,"Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Debt Consolidation Loan",10.0,7.0,1.03,0.0,Good,730.64,30.06,24 Years and 1 Months,No,135.04,100.05342133628531,High_spent_Medium_value_payments,370.42,2023-05-01
CUS_0x1340,40600.61,3420.38,4.0,7.0,6.0,2.0,"Credit-Builder Loan, and Home Equity Loan",9.0,0.0,5.5,2.0,Good,1198.96,33.44,21 Years and 3 Months,No,63.61,75.54045341818262,High_spent_Small_value_payments,462.88,2023-05-01
CUS_0x13d1,22020.37,1605.03,5.0,6.0,6.0,3.0,"Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan",19.0,6.0,5.14,9.0,Good,1343.64,30.79,26 Years and 4 Months,No,36.6,208.7493739989156,Low_spent_Small_value_payments,205.16,2023-05-01
CUS_0x13eb,9335.19,844.93,7.0,,26.0,6.0,"Mortgage Loan, Payday Loan, Student Loan, Payday Loan, Credit-Builder Loan, and Student Loan",17.0,19.0,18.18,12.0,Standard,1860.2,36.58,13 Years and 10 Months,Yes,41.5,82.419545019666,Low_spent_Small_value_payments,250.57,2023-05-01
CUS_0x14ba,81425.24,6579.44,9.0,5.0,26.0,7.0,"Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, and Mortgage Loan",12.0,16.0,3.69,9.0,Bad,1729.78,39.14,14 Years and 2 Months,NM,375.69,214.33217182218544,Low_spent_Large_value_payments,337.92,2023-05-01
CUS_0x1577,38060.7,3197.72,6.0,6.0,31.0,6.0,"Auto Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Credit-Builder Loan, and Student Loan",31.0,25.0,25.12,12.0,Bad,3813.35,23.16,4 Years and 5 Months,Yes,172.41,219.3005786696575,,188.06,2023-05-01
CUS_0x1616,34357.96,2632.16,7.0,4.0,30.0,5.0,"Personal Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Student Loan",20.0,9.0,17.88,5.0,Standard,1751.09,37.68,6 Years and 3 Months,Yes,108.87,33.64521163834734,High_spent_Medium_value_payments,370.7,2023-05-01
CUS_0x168d,94559.73,7712.98,3.0,6.0,11.0,4.0,"Payday Loan, Mortgage Loan, Auto Loan, and Auto Loan",12.0,10.0,5.83,4.0,Good,52.5,31.19,28 Years and 5 Months,No,183.74,82.65677544712769,High_spent_Medium_value_payments,754.91,2023-05-01
CUS_0x1735,84621.39,7171.78,0.0,4.0,2.0,0.0,,3.0,6.0,7.7,9.0,Good,66.51,26.91,20 Years and 11 Months,No,0.0,101.45614072183204,High_spent_Large_value_payments,855.72,2023-05-01
CUS_0x1786,73543.18,6038.6,6.0,3.0,11.0,,,25.0,12.0,1.6899999999999995,5.0,Standard,1090.21,38.99,17 Years and 6 Months,Yes,0.0,191.06531827835758,High_spent_Medium_value_payments,662.79,2023-05-01
CUS_0x17a9,83386.52,7081.88,10.0,6.0,23.0,7.0,"Student Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Payday Loan",36.0,24.0,22.3,8.0,Bad,4972.4,40.08,6 Years and 3 Months,Yes,482.18,126.23380470105032,High_spent_Large_value_payments,339.77,2023-05-01
CUS_0x17b0,42710.62,3766.22,8.0,6.0,13.0,0.0,,21.0,12.0,8.04,4.0,Standard,1172.87,24.78,18 Years and 2 Months,No,0.0,159.97219624412648,,486.65,2023-05-01
CUS_0x17c4,16962.91,1359.58,10.0,10.0,17.0,9.0,"Personal Loan, Not Specified, Student Loan, Payday Loan, Personal Loan, Home Equity Loan, Payday Loan, Student Loan, and Debt Consolidation Loan",54.0,17.0,17.51,7.0,Bad,3782.93,31.74,1 Years and 10 Months,Yes,17407.0,148.36287093943398,Low_spent_Small_value_payments,208.01,2023-05-01
CUS_0x1854,30632.94,2535.74,3.0,5.0,1.0,2.0,"Not Specified, and Student Loan",17.0,2.0,_,2.0,Good,31.5,37.18,22 Years and 6 Months,No,44.89,219.6230281744796,Low_spent_Large_value_payments,259.06,2023-05-01
CUS_0x1962,33645.24,2693.77,4.0,6.0,2.0,3.0,"Auto Loan, Not Specified, and Mortgage Loan",8.0,14.0,14.47,9.0,Good,1162.68,34.69,16 Years and 10 Months,No,337.53,107.81547018638132,High_spent_Medium_value_payments,353.02,2023-05-01
CUS_0x1a87,106030.05,8628.84,7.0,3.0,14.0,,"Student Loan, Mortgage Loan, and Home Equity Loan",12.0,14.0,9.51,8.0,,136.53,41.35,10 Years and 8 Months,Yes,10979.0,80.59227044851785,High_spent_Large_value_payments,885.8,2023-05-01
CUS_0x1b07,17818.6,1659.88,4.0,6.0,14.0,1.0,Not Specified,29.0,15.0,10.91,3.0,Standard,301.52,37.16,18 Years and 10 Months,No,11.58,60.468589591834075,High_spent_Small_value_payments,353.94,2023-05-01
CUS_0x1b0c,51508.62,4259.38,7.0,7.0,30.0,7.0,"Home Equity Loan, Payday Loan, Not Specified, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",40.0,24.0,2.58,8.0,,3636.05,33.26,10 Years and 4 Months,Yes,255.68,305.0532521677885,Low_spent_Large_value_payments,135.21,2023-05-01
CUS_0x1bf1,18320277.0,3938.19,5.0,7.0,7.0,1.0,Credit-Builder Loan,4.0,8.0,7.55,2.0,Good,515.73,38.1,20 Years and 3 Months,No,35.37,265.4921062239007,Low_spent_Small_value_payments,382.95,2023-05-01
CUS_0x1c57,66940.62,5717.38,3.0,4.0,14.0,4.0,"Home Equity Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",9.0,10.0,19.9,6.0,Standard,352.97,30.55,31 Years and 6 Months,Yes,164.21,100.58137569476924,High_spent_Medium_value_payments,556.95,2023-05-01
CUS_0x1cf3,66858.27,5770.52,3.0,,20.0,4.0,"Student Loan, Home Equity Loan, Payday Loan, and Student Loan",6.0,10.0,4.16,9.0,Standard,601.58,26.85,28 Years and 4 Months,No,175.02,129.22327039795206,High_spent_Small_value_payments,532.81,2023-05-01
CUS_0x1d46,88685.32,7417.44,0.0,2.0,3.0,4.0,"Personal Loan, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",8.0,4.0,6.75,8.0,Good,1429.35,24.95,22 Years and 0 Months,No,168.77,212.39000181973785,Low_spent_Large_value_payments,630.58,2023-05-01
CUS_0x1db4,116798.36,9912.2,8.0,7.0,7.0,4.0,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",15.0,13.0,6.51,0.0,Standard,1399.73,30.18,26 Years and 8 Months,Yes,256.22,481.5950262460067,Low_spent_Small_value_payments,543.41,2023-05-01
CUS_0x1e41,133646.04,11429.17,4.0,5.0,11.0,2.0,"Mortgage Loan, and Personal Loan",7.0,6.0,2.43,3.0,,1290.92,36.49,33 Years and 5 Months,No,114.25,148.88108511383075,High_spent_Large_value_payments,1119.79,2023-05-01
CUS_0x1e96,17187.27,1589.27,10.0,7.0,24.0,8.0,"Debt Consolidation Loan, Payday Loan, Mortgage Loan, Auto Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",50.0,15.0,7.79,8.0,Bad,4962.25,29.19,5 Years and 0 Months,Yes,90.56,121.8084941686795,Low_spent_Small_value_payments,236.55,2023-05-01
CUS_0x1ecf,19922.11,1508.18,7.0,6.0,27.0,9.0,"Mortgage Loan, Student Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Not Specified, Student Loan, Auto Loan, and Credit-Builder Loan",41.0,20.0,23.54,7.0,,4671.11,30.81,2 Years and 2 Months,Yes,111.91,127.23229446544737,Low_spent_Large_value_payments,181.68,2023-05-01
CUS_0x1ee3,15950.66,1047.22,9.0,8.0,26.0,9.0,"Auto Loan, Credit-Builder Loan, Student Loan, Student Loan, Payday Loan, Payday Loan, Auto Loan, Auto Loan, and Debt Consolidation Loan",57.0,23.0,9.01,9.0,Bad,2598.21,36.15,16 Years and 3 Months,Yes,63.86,134.39776819281698,Low_spent_Small_value_payments,196.47,2023-05-01
CUS_0x1ef1,30567.46,2323.29,8.0,3.0,5.0,,"Not Specified, and Home Equity Loan",7.0,15.0,5.54,8.0,Good,909.74,29.06,23 Years and 6 Months,No,43.23,103.79107306879551,Low_spent_Small_value_payments,375.31,2023-05-01
CUS_0x1f87,29111.07,2501.92,8.0,6.0,11.0,2.0,"Debt Consolidation Loan, and Mortgage Loan",19.0,18.0,13.43,10.0,Standard,279.95,25.34,10 Years and 10 Months,Yes,29.94,73.1221025508464,High_spent_Medium_value_payments,397.13,2023-05-01
CUS_0x1fe3,76386.04,6515.5,8.0,7.0,24.0,7.0,"Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, Mortgage Loan, Debt Consolidation Loan, and Credit-Builder Loan",58.0,15.0,8.02,10.0,Bad,3822.36,28.87,8 Years and 11 Months,Yes,354.23,879.5268058923482,Low_spent_Small_value_payments,432.87,2023-05-01
CUS_0x203c,48008.07,4135.67,7.0,5.0,17.0,9.0,"Auto Loan, Credit-Builder Loan, Student Loan, Personal Loan, Payday Loan, Mortgage Loan, Mortgage Loan, Mortgage Loan, and Payday Loan",31.0,13.0,25.74,15.0,,3532.09,35.87,7 Years and 6 Months,Yes,19033.0,99.09814769978772,High_spent_Medium_value_payments,279.37,2023-05-01
CUS_0x2043,44614.56,3500.88,8.0,7.0,,4.0,"Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, and Personal Loan",18.0,11.0,12.71,8.0,Standard,2613.46,37.7,19 Years and 0 Months,Yes,134.66,199.2777387469476,High_spent_Medium_value_payments,373.59,2023-05-01
CUS_0x20bf,22380.18,1385.26,5.0,6.0,14.0,3.0,"Payday Loan, Payday Loan, and Auto Loan",18.0,16.0,0.58,6.0,Standard,939.02,32.91,22 Years and 11 Months,Yes,272.67,164.50855453918703,,249.58,2023-05-01
